"subject","trialNumber","condition","correct","inTraining","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","subject.gender","subject.age","phase"
"s1004",21,"nonsocial",FALSE,NA,"pelwun","male","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",22,"nonsocial",FALSE,NA,"toswun","male","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","tosril","Male",NA,"training"
"s1004",23,"nonsocial",TRUE,NA,"toswun","male","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",24,"nonsocial",TRUE,NA,"toswun","male","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",25,"nonsocial",TRUE,NA,"toswun","male","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",26,"nonsocial",TRUE,NA,"pelril","male_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",27,"nonsocial",TRUE,NA,"pelril","male_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",28,"nonsocial",TRUE,NA,"pelril","male_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",29,"nonsocial",TRUE,NA,"pelril","male_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",30,"nonsocial",FALSE,NA,"pelwun","male","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",31,"nonsocial",FALSE,NA,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",32,"nonsocial",FALSE,NA,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",33,"nonsocial",FALSE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",34,"nonsocial",FALSE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",35,"nonsocial",FALSE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",36,"nonsocial",TRUE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",37,"nonsocial",TRUE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",38,"nonsocial",TRUE,NA,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","tosril","Male",NA,"training"
"s1004",39,"nonsocial",TRUE,NA,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","tosril","Male",NA,"training"
"s1004",40,"nonsocial",TRUE,NA,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","tosril","Male",NA,"training"
"s1004",41,"nonsocial",FALSE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",42,"nonsocial",TRUE,NA,"fenwun","male","chair_large","fen","chair_dimin","fenwun","fenril","fenwun","Male",NA,"training"
"s1004",43,"nonsocial",TRUE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",44,"nonsocial",TRUE,NA,"pelril","female_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",45,"nonsocial",TRUE,NA,"fiswun","male","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fiswun","Male",NA,"training"
"s1004",46,"nonsocial",TRUE,NA,"fenwun","female","chair_large","fen","chair_dimin","fenwun","fenril","fenwun","Male",NA,"training"
"s1004",47,"nonsocial",FALSE,NA,"fenril","female_side","chair_large","fen","chair_dimin","fenwun","fenril","fenwun","Male",NA,"training"
"s1004",48,"nonsocial",TRUE,NA,"fenwun","female","chair_large","fen","chair_dimin","fenwun","fenril","fenwun","Male",NA,"training"
"s1004",49,"nonsocial",FALSE,NA,"fenril","female_side","chair_large","fen","chair_dimin","fenwun","fenril","fenwun","Male",NA,"training"
"s1004",50,"nonsocial",FALSE,NA,"fenwun","female","chair_large","fen","chair_dimin","fenwun","fenril","fenril","Male",NA,"training"
"s1004",51,"nonsocial",TRUE,NA,"fiswun","male","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fiswun","Male",NA,"training"
"s1004",52,"nonsocial",FALSE,NA,"fenwun","female","chair_large","fen","chair_dimin","fenwun","fenril","fenril","Male",NA,"training"
"s1004",53,"nonsocial",FALSE,NA,"fiswun","male","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fisril","Male",NA,"training"
"s1004",54,"nonsocial",FALSE,NA,"pelril","female_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelwun","Male",NA,"training"
"s1004",55,"nonsocial",TRUE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",56,"nonsocial",FALSE,NA,"pelril","female_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelwun","Male",NA,"training"
"s1004",57,"nonsocial",TRUE,NA,"rikril","female_side","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",58,"nonsocial",TRUE,NA,"pelril","female_side","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",59,"nonsocial",TRUE,NA,"fiswun","male","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fiswun","Male",NA,"training"
"s1004",60,"nonsocial",TRUE,NA,"fenwun","female","chair_large","fen","chair_dimin","fenwun","fenril","fenwun","Male",NA,"training"
"s1004",61,"nonsocial",TRUE,NA,"fenril","female_side","chair_large","fen","chair_dimin","fenwun","fenril","fenril","Male",NA,"training"
"s1004",62,"nonsocial",TRUE,NA,"toswun","female","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",63,"nonsocial",FALSE,NA,"rikwun","female","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",64,"nonsocial",TRUE,NA,"toswun","female","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",65,"nonsocial",FALSE,NA,"rikwun","female","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",66,"nonsocial",TRUE,NA,"toswun","female","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",67,"nonsocial",FALSE,NA,"rikwun","female","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",68,"nonsocial",TRUE,NA,"toswun","female","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","toswun","Male",NA,"training"
"s1004",69,"nonsocial",TRUE,NA,"rikwun","female","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",70,"nonsocial",FALSE,NA,"fenril","male_side","chair_large","fen","chair_dimin","fenwun","fenril","fenwun","Male",NA,"training"
"s1004",71,"nonsocial",TRUE,NA,"rikwun","female","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",72,"nonsocial",TRUE,NA,"fenril","male_side","chair_large","fen","chair_dimin","fenwun","fenril","fenril","Male",NA,"training"
"s1004",73,"nonsocial",TRUE,NA,"fisril","male_side","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fisril","Male",NA,"training"
"s1004",74,"nonsocial",TRUE,NA,"fiswun","female","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fiswun","Male",NA,"training"
"s1004",75,"nonsocial",FALSE,NA,"rikwun","male","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",76,"nonsocial",FALSE,NA,"fiswun","female","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fisril","Male",NA,"training"
"s1004",77,"nonsocial",TRUE,NA,"fisril","male_side","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fisril","Male",NA,"training"
"s1004",78,"nonsocial",TRUE,NA,"fiswun","female","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fiswun","Male",NA,"training"
"s1004",79,"nonsocial",TRUE,NA,"rikwun","male","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",80,"nonsocial",FALSE,NA,"pelwun","female","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",81,"nonsocial",FALSE,NA,"rikwun","male","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikril","Male",NA,"training"
"s1004",82,"nonsocial",TRUE,NA,"fiswun","female","candleholder_large","fis","candleholder_dimin","fiswun","fisril","fiswun","Male",NA,"training"
"s1004",83,"nonsocial",TRUE,NA,"rikwun","male","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",84,"nonsocial",FALSE,NA,"pelwun","female","bear_large_male","pel","bear_dimin","pelwun","pelril","pelril","Male",NA,"training"
"s1004",85,"nonsocial",TRUE,NA,"rikwun","male","pitcher_large","rik","pitcher_dimin","rikwun","rikril","rikwun","Male",NA,"training"
"s1004",86,"nonsocial",TRUE,NA,"pelwun","female","bear_large_male","pel","bear_dimin","pelwun","pelril","pelwun","Male",NA,"training"
"s1004",87,"nonsocial",TRUE,NA,"falwun","male","gate_large","fal","gate_dimin","falwun","falril","falwun","Male",NA,"training"
"s1004",88,"nonsocial",TRUE,NA,"tosril","female_side","bokchoy_large","tos","bokchoy_dimin","toswun","tosril","tosril","Male",NA,"training"
"s1004",89,"nonsocial",TRUE,NA,"falril","female_side","gate_large","fal","gate_dimin","falwun","falril","falril","Male",NA,"training"
"s1006",1,"nonsocial",TRUE,NA,"wukfen","male","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female",54,"training"
"s1006",2,"nonsocial",TRUE,NA,"falfen","male","chair_large","fal","chair_dimin","falfen","faltol","falfen","Female",54,"training"
"s1006",3,"nonsocial",FALSE,NA,"riktol","male_side","chair_large","rik","chair_dimin","rikfen","riktol","rikfen","Female",54,"training"
"s1006",4,"nonsocial",TRUE,NA,"falfen","male","chair_large","fal","chair_dimin","falfen","faltol","falfen","Female",54,"training"
"s1006",5,"nonsocial",TRUE,NA,"riktol","male_side","chair_large","rik","chair_dimin","rikfen","riktol","riktol","Female",54,"training"
"s1006",6,"nonsocial",TRUE,NA,"wukfen","female","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female",54,"training"
"s1006",7,"nonsocial",FALSE,NA,"fekfen","male","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",8,"nonsocial",TRUE,NA,"wukfen","female","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female",54,"training"
"s1006",9,"nonsocial",TRUE,NA,"fekfen","male","fox_large_male","fek","fox_dimin","fekfen","fektol","fekfen","Female",54,"training"
"s1006",10,"nonsocial",FALSE,NA,"fektol","male_side","fox_large_male","fek","fox_dimin","fekfen","fektol","fekfen","Female",54,"training"
"s1006",11,"nonsocial",FALSE,NA,"fekfen","male","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",12,"nonsocial",TRUE,NA,"wukfen","female","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female",54,"training"
"s1006",13,"nonsocial",FALSE,NA,"fekfen","male","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",14,"nonsocial",TRUE,NA,"wukfen","female","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female",54,"training"
"s1006",15,"nonsocial",TRUE,NA,"fekfen","male","fox_large_male","fek","fox_dimin","fekfen","fektol","fekfen","Female",54,"training"
"s1006",16,"nonsocial",TRUE,NA,"fektol","male_side","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",17,"nonsocial",FALSE,NA,"rikfen","male","chair_large","rik","chair_dimin","rikfen","riktol","riktol","Female",54,"training"
"s1006",18,"nonsocial",TRUE,NA,"fektol","male_side","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",19,"nonsocial",TRUE,NA,"rikfen","male","chair_large","rik","chair_dimin","rikfen","riktol","rikfen","Female",54,"training"
"s1006",20,"nonsocial",TRUE,NA,"peltol","male_side","bear_large_male","pel","bear_dimin","pelfen","peltol","peltol","Female",54,"training"
"s1006",21,"nonsocial",TRUE,NA,"pelfen","male","bear_large_male","pel","bear_dimin","pelfen","peltol","pelfen","Female",54,"training"
"s1006",22,"nonsocial",TRUE,NA,"riktol","female_side","chair_large","rik","chair_dimin","rikfen","riktol","riktol","Female",54,"training"
"s1006",23,"nonsocial",TRUE,NA,"rikfen","female","chair_large","rik","chair_dimin","rikfen","riktol","rikfen","Female",54,"training"
"s1006",24,"nonsocial",FALSE,NA,"fekfen","female","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",25,"nonsocial",TRUE,NA,"rikfen","female","chair_large","rik","chair_dimin","rikfen","riktol","rikfen","Female",54,"training"
"s1006",26,"nonsocial",FALSE,NA,"fekfen","female","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",27,"nonsocial",TRUE,NA,"rikfen","female","chair_large","rik","chair_dimin","rikfen","riktol","rikfen","Female",54,"training"
"s1006",28,"nonsocial",TRUE,NA,"fekfen","female","fox_large_male","fek","fox_dimin","fekfen","fektol","fekfen","Female",54,"training"
"s1006",29,"nonsocial",FALSE,NA,"wuktol","female_side","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female",54,"training"
"s1006",30,"nonsocial",TRUE,NA,"fekfen","female","fox_large_male","fek","fox_dimin","fekfen","fektol","fekfen","Female",54,"training"
"s1006",31,"nonsocial",TRUE,NA,"wuktol","female_side","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wuktol","Female",54,"training"
"s1006",32,"nonsocial",FALSE,NA,"peltol","female_side","bear_large_male","pel","bear_dimin","pelfen","peltol","pelfen","Female",54,"training"
"s1006",33,"nonsocial",TRUE,NA,"wuktol","female_side","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wuktol","Female",54,"training"
"s1006",34,"nonsocial",FALSE,NA,"peltol","female_side","bear_large_male","pel","bear_dimin","pelfen","peltol","pelfen","Female",54,"training"
"s1006",35,"nonsocial",TRUE,NA,"wuktol","female_side","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wuktol","Female",54,"training"
"s1006",36,"nonsocial",TRUE,NA,"peltol","female_side","bear_large_male","pel","bear_dimin","pelfen","peltol","peltol","Female",54,"training"
"s1006",37,"nonsocial",TRUE,NA,"faltol","male_side","chair_large","fal","chair_dimin","falfen","faltol","faltol","Female",54,"training"
"s1006",38,"nonsocial",TRUE,NA,"fektol","female_side","fox_large_male","fek","fox_dimin","fekfen","fektol","fektol","Female",54,"training"
"s1006",39,"nonsocial",TRUE,NA,"wuktol","male_side","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wuktol","Female",54,"training"
"s1006",40,"nonsocial",FALSE,NA,"pelfen","female","bear_large_male","pel","bear_dimin","pelfen","peltol","peltol","Female",54,"training"
"s1006",41,"nonsocial",TRUE,NA,"wuktol","male_side","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wuktol","Female",54,"training"
"s1006",42,"nonsocial",TRUE,NA,"pelfen","female","bear_large_male","pel","bear_dimin","pelfen","peltol","pelfen","Female",54,"training"
"s1006",43,"nonsocial",FALSE,NA,"wunfen","male","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wuntol","Female",54,"training"
"s1006",44,"nonsocial",TRUE,NA,"pelfen","female","bear_large_male","pel","bear_dimin","pelfen","peltol","pelfen","Female",54,"training"
"s1006",45,"nonsocial",FALSE,NA,"wunfen","male","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wuntol","Female",54,"training"
"s1006",46,"nonsocial",TRUE,NA,"pelfen","female","bear_large_male","pel","bear_dimin","pelfen","peltol","pelfen","Female",54,"training"
"s1006",47,"nonsocial",TRUE,NA,"wunfen","male","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wunfen","Female",54,"training"
"s1006",48,"nonsocial",FALSE,NA,"wunfen","female","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wuntol","Female",54,"training"
"s1006",49,"nonsocial",TRUE,NA,"wunfen","male","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wunfen","Female",54,"training"
"s1006",50,"nonsocial",TRUE,NA,"wunfen","female","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wunfen","Female",54,"training"
"s1006",51,"nonsocial",TRUE,NA,"falfen","female","chair_large","fal","chair_dimin","falfen","faltol","falfen","Female",54,"training"
"s1006",52,"nonsocial",TRUE,NA,"wuntol","female_side","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wuntol","Female",54,"training"
"s1006",53,"nonsocial",FALSE,NA,"wuntol","male_side","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wunfen","Female",54,"training"
"s1006",54,"nonsocial",TRUE,NA,"wuntol","female_side","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wuntol","Female",54,"training"
"s1006",55,"nonsocial",FALSE,NA,"wuntol","male_side","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wunfen","Female",54,"training"
"s1006",56,"nonsocial",TRUE,NA,"wuntol","female_side","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wuntol","Female",54,"training"
"s1006",57,"nonsocial",TRUE,NA,"wuntol","male_side","bokchoy_large","wun","bokchoy_dimin","wunfen","wuntol","wuntol","Female",54,"training"
"s1006",58,"nonsocial",TRUE,NA,"faltol","female_side","chair_large","fal","chair_dimin","falfen","faltol","faltol","Female",54,"training"
"s1008",1,"nonsocial",FALSE,NA,"falfek","male_side","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",2,"nonsocial",TRUE,NA,"falfek","male_side","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",3,"nonsocial",FALSE,NA,"tolfek","female_side","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolrik","Male",26,"training"
"s1008",4,"nonsocial",TRUE,NA,"falfek","male_side","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",5,"nonsocial",TRUE,NA,"tolfek","female_side","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolfek","Male",26,"training"
"s1008",6,"nonsocial",TRUE,NA,"tolfek","male_side","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolfek","Male",26,"training"
"s1008",7,"nonsocial",TRUE,NA,"tasfek","female_side","chair_large","tas","chair_dimin","tasrik","tasfek","tasfek","Male",26,"training"
"s1008",8,"nonsocial",FALSE,NA,"rulfek","male_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulrik","Male",26,"training"
"s1008",9,"nonsocial",TRUE,NA,"tasfek","female_side","chair_large","tas","chair_dimin","tasrik","tasfek","tasfek","Male",26,"training"
"s1008",10,"nonsocial",FALSE,NA,"rulfek","male_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulrik","Male",26,"training"
"s1008",11,"nonsocial",TRUE,NA,"tasfek","female_side","chair_large","tas","chair_dimin","tasrik","tasfek","tasfek","Male",26,"training"
"s1008",12,"nonsocial",TRUE,NA,"rulfek","male_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",13,"nonsocial",TRUE,NA,"falrik","male","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",14,"nonsocial",FALSE,NA,"tasrik","male","chair_large","tas","chair_dimin","tasrik","tasfek","tasfek","Male",26,"training"
"s1008",15,"nonsocial",FALSE,NA,"falrik","male","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",16,"nonsocial",TRUE,NA,"rulfek","male_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",17,"nonsocial",FALSE,NA,"falrik","male","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",18,"nonsocial",TRUE,NA,"rulfek","male_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",19,"nonsocial",TRUE,NA,"falrik","male","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",20,"nonsocial",TRUE,NA,"tasrik","male","chair_large","tas","chair_dimin","tasrik","tasfek","tasrik","Male",26,"training"
"s1008",21,"nonsocial",FALSE,NA,"rilfek","female_side","gate_large","ril","gate_dimin","rilrik","rilfek","rilrik","Male",26,"training"
"s1008",22,"nonsocial",TRUE,NA,"tasrik","male","chair_large","tas","chair_dimin","tasrik","tasfek","tasrik","Male",26,"training"
"s1008",23,"nonsocial",TRUE,NA,"rilfek","female_side","gate_large","ril","gate_dimin","rilrik","rilfek","rilfek","Male",26,"training"
"s1008",24,"nonsocial",FALSE,NA,"falfek","female_side","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",25,"nonsocial",TRUE,NA,"rilfek","female_side","gate_large","ril","gate_dimin","rilrik","rilfek","rilfek","Male",26,"training"
"s1008",26,"nonsocial",FALSE,NA,"falfek","female_side","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",27,"nonsocial",TRUE,NA,"rilfek","female_side","gate_large","ril","gate_dimin","rilrik","rilfek","rilfek","Male",26,"training"
"s1008",28,"nonsocial",TRUE,NA,"falfek","female_side","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",29,"nonsocial",FALSE,NA,"rulfek","female_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulrik","Male",26,"training"
"s1008",30,"nonsocial",TRUE,NA,"falfek","female_side","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",31,"nonsocial",TRUE,NA,"rulfek","female_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",32,"nonsocial",FALSE,NA,"falrik","female","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",33,"nonsocial",TRUE,NA,"rulfek","female_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",34,"nonsocial",TRUE,NA,"falrik","female","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",35,"nonsocial",FALSE,NA,"rulrik","male","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",36,"nonsocial",TRUE,NA,"falrik","female","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",37,"nonsocial",TRUE,NA,"rulrik","male","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulrik","Male",26,"training"
"s1008",38,"nonsocial",FALSE,NA,"wukrik","male","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukfek","Male",26,"training"
"s1008",39,"nonsocial",FALSE,NA,"rulrik","male","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",40,"nonsocial",FALSE,NA,"falrik","female","bear_large_male","fal","bear_dimin","falrik","falfek","falfek","Male",26,"training"
"s1008",41,"nonsocial",TRUE,NA,"rulfek","female_side","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulfek","Male",26,"training"
"s1008",42,"nonsocial",TRUE,NA,"falrik","female","bear_large_male","fal","bear_dimin","falrik","falfek","falrik","Male",26,"training"
"s1008",43,"nonsocial",TRUE,NA,"rulrik","male","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulrik","Male",26,"training"
"s1008",44,"nonsocial",TRUE,NA,"wukrik","male","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukrik","Male",26,"training"
"s1008",45,"nonsocial",FALSE,NA,"tolrik","female","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolfek","Male",26,"training"
"s1008",46,"nonsocial",TRUE,NA,"wukrik","male","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukrik","Male",26,"training"
"s1008",47,"nonsocial",TRUE,NA,"tolrik","female","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolrik","Male",26,"training"
"s1008",48,"nonsocial",TRUE,NA,"rilrik","male","gate_large","ril","gate_dimin","rilrik","rilfek","rilrik","Male",26,"training"
"s1008",49,"nonsocial",FALSE,NA,"tasrik","female","chair_large","tas","chair_dimin","tasrik","tasfek","tasfek","Male",26,"training"
"s1008",50,"nonsocial",TRUE,NA,"rilrik","male","gate_large","ril","gate_dimin","rilrik","rilfek","rilrik","Male",26,"training"
"s1008",51,"nonsocial",TRUE,NA,"tasrik","female","chair_large","tas","chair_dimin","tasrik","tasfek","tasrik","Male",26,"training"
"s1008",52,"nonsocial",FALSE,NA,"wukfek","male_side","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukrik","Male",26,"training"
"s1008",53,"nonsocial",TRUE,NA,"tasrik","female","chair_large","tas","chair_dimin","tasrik","tasfek","tasrik","Male",26,"training"
"s1008",54,"nonsocial",TRUE,NA,"wukfek","male_side","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukfek","Male",26,"training"
"s1008",55,"nonsocial",FALSE,NA,"wukfek","female_side","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukrik","Male",26,"training"
"s1008",56,"nonsocial",TRUE,NA,"wukfek","male_side","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukfek","Male",26,"training"
"s1008",57,"nonsocial",TRUE,NA,"wukfek","female_side","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukfek","Male",26,"training"
"s1008",58,"nonsocial",TRUE,NA,"wukrik","female","fox_large_male","wuk","fox_dimin","wukrik","wukfek","wukrik","Male",26,"training"
"s1008",59,"nonsocial",TRUE,NA,"rulrik","female","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulrik","Male",26,"training"
"s1008",60,"nonsocial",FALSE,NA,"tasfek","male_side","chair_large","tas","chair_dimin","tasrik","tasfek","tasrik","Male",26,"training"
"s1008",61,"nonsocial",TRUE,NA,"rulrik","female","bear_large_male","rul","bear_dimin","rulrik","rulfek","rulrik","Male",26,"training"
"s1008",62,"nonsocial",TRUE,NA,"tasfek","male_side","chair_large","tas","chair_dimin","tasrik","tasfek","tasfek","Male",26,"training"
"s1008",63,"nonsocial",FALSE,NA,"tolrik","male","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolfek","Male",26,"training"
"s1008",64,"nonsocial",TRUE,NA,"tasfek","male_side","chair_large","tas","chair_dimin","tasrik","tasfek","tasfek","Male",26,"training"
"s1008",65,"nonsocial",TRUE,NA,"tolrik","male","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolrik","Male",26,"training"
"s1008",66,"nonsocial",FALSE,NA,"rilfek","male_side","gate_large","ril","gate_dimin","rilrik","rilfek","rilrik","Male",26,"training"
"s1008",67,"nonsocial",TRUE,NA,"tolrik","male","fox_large_male","tol","fox_dimin","tolrik","tolfek","tolrik","Male",26,"training"
"s1008",68,"nonsocial",TRUE,NA,"rilfek","male_side","gate_large","ril","gate_dimin","rilrik","rilfek","rilfek","Male",26,"training"
