"participant","peerCondition","regLevel","verbStatus","phase","gender","age","attentionRating","otherPlayerReasonable","postReg.mean","verbStatus2"
"p701","human","low","NONCE","postTest","Male",34,5,3,0.442307692307692,"PSEUDO"
"p702","human","high","NONCE","postTest","Female",47,4,4,0.615384615384615,"PSEUDO"
"p703","human","low","NONCE","postTest","Male",31,5,4,1,"PSEUDO"
"p704","human","low","NONCE","postTest","Female",44,4,2,0.673076923076923,"PSEUDO"
"p705","human","high","NONCE","postTest","Male",22,1,3,0.5,"PSEUDO"
"p706","human","high","NONCE","postTest","Female",42,3,5,0.826923076923077,"PSEUDO"
"p707","human","low","NONCE","postTest","Female",49,4,4,0.423076923076923,"PSEUDO"
"p708","human","high","NONCE","postTest","Male",52,5,4,0.730769230769231,"PSEUDO"
"p709","human","low","NONCE","postTest","Male",32,4,4,0.557692307692308,"PSEUDO"
"p71","human","low","NONCE","postTest","Male",29,3,4,0.288461538461538,"PSEUDO"
"p710","human","low","NONCE","postTest","Female",36,3,5,0.461538461538462,"PSEUDO"
"p711","human","high","NONCE","postTest","Male",29,4,5,0.75,"PSEUDO"
"p713","human","high","NONCE","postTest","Male",34,3,4,0.692307692307692,"PSEUDO"
"p715","human","low","NONCE","postTest","Male",39,5,5,0.711538461538462,"PSEUDO"
"p716","human","low","NONCE","postTest","Male",28,4,2,0.653846153846154,"PSEUDO"
"p717","human","high","NONCE","postTest","Male",32,5,4,0.865384615384615,"PSEUDO"
"p718","human","high","NONCE","postTest","Female",26,5,4,0.730769230769231,"PSEUDO"
"p719","human","low","NONCE","postTest","Male",27,3,5,0.403846153846154,"PSEUDO"
"p72","human","low","NONCE","postTest","Male",29,5,5,0.423076923076923,"PSEUDO"
"p720","human","low","NONCE","postTest","Male",40,4,3,0.615384615384615,"PSEUDO"
"p721","human","low","NONCE","postTest","Male",32,4,5,0.153846153846154,"PSEUDO"
"p722","human","high","NONCE","postTest","Female",20,5,3,0.596153846153846,"PSEUDO"
"p723","human","low","NONCE","postTest","Female",35,4,5,0.519230769230769,"PSEUDO"
"p725","human","low","NONCE","postTest","Male",51,4,4,0.365384615384615,"PSEUDO"
"p726","human","high","NONCE","postTest","Male",42,4,4,0.615384615384615,"PSEUDO"
"p727","human","low","NONCE","postTest","Male",43,4,3,0.519230769230769,"PSEUDO"
"p728","human","low","NONCE","postTest","Female",31,5,3,0.211538461538462,"PSEUDO"
"p729","human","high","NONCE","postTest","Female",41,5,2,0.346153846153846,"PSEUDO"
"p73","human","low","NONCE","postTest","Female",37,4,5,0.384615384615385,"PSEUDO"
"p730","human","low","NONCE","postTest","Female",30,3,5,0.923076923076923,"PSEUDO"
"p731","human","high","NONCE","postTest","Male",51,4,4,0.807692307692308,"PSEUDO"
"p732","human","low","NONCE","postTest","Male",47,4,4,0.538461538461538,"PSEUDO"
"p734","human","high","NONCE","postTest","Male",20,4,4,0.634615384615385,"PSEUDO"
"p735","human","low","NONCE","postTest","Male",25,4,3,0.596153846153846,"PSEUDO"
"p736","human","low","NONCE","postTest","Female",55,4,5,0.0961538461538462,"PSEUDO"
"p737","human","high","NONCE","postTest","Male",29,4,5,0.653846153846154,"PSEUDO"
"p738","human","low","NONCE","postTest","Male",33,4,4,0.115384615384615,"PSEUDO"
"p739","human","high","NONCE","postTest","Female",24,4,4,0.673076923076923,"PSEUDO"
"p74","human","high","NONCE","postTest","Female",23,5,5,0.634615384615385,"PSEUDO"
"p740","human","low","NONCE","postTest","Female",40,5,4,0.403846153846154,"PSEUDO"
"p741","human","high","NONCE","postTest","Male",26,5,3,0.596153846153846,"PSEUDO"
"p742","human","low","NONCE","postTest","Male",36,4,4,0.865384615384615,"PSEUDO"
"p743","human","high","NONCE","postTest","Female",27,3,5,0.480769230769231,"PSEUDO"
"p744","human","high","NONCE","postTest","Female",50,4,5,0.711538461538462,"PSEUDO"
"p745","human","high","NONCE","postTest","Male",24,4,4,0.673076923076923,"PSEUDO"
"p746","human","low","NONCE","postTest","Female",38,4,5,0.596153846153846,"PSEUDO"
"p747","human","low","NONCE","postTest","Female",25,3,5,0.25,"PSEUDO"
"p748","human","high","NONCE","postTest","Male",27,4,4,0.615384615384615,"PSEUDO"
"p749","human","low","NONCE","postTest","Male",24,4,3,0.538461538461538,"PSEUDO"
"p75","human","low","NONCE","postTest","Female",31,5,5,0.269230769230769,"PSEUDO"
"p750","human","high","NONCE","postTest","Female",33,4,3,0.423076923076923,"PSEUDO"
"p751","human","high","NONCE","postTest","Male",27,4,3,0.692307692307692,"PSEUDO"
"p752","human","low","NONCE","postTest","Male",39,3,5,0.0769230769230769,"PSEUDO"
"p753","human","low","NONCE","postTest","Male",30,4,5,0.0961538461538462,"PSEUDO"
"p754","human","high","NONCE","postTest","Female",50,3,5,0.923076923076923,"PSEUDO"
"p755","human","high","NONCE","postTest","Female",26,4,4,0.557692307692308,"PSEUDO"
"p756","human","low","NONCE","postTest","Female",25,4,4,0.480769230769231,"PSEUDO"
"p758","human","high","NONCE","postTest","Female",50,4,4,0.788461538461538,"PSEUDO"
"p759","human","high","NONCE","postTest","Female",58,4,4,0.807692307692308,"PSEUDO"
"p76","human","low","NONCE","postTest","Female",37,4,4,0.0576923076923077,"PSEUDO"
"p760","human","high","NONCE","postTest","Female",30,5,5,0.788461538461538,"PSEUDO"
"p761","human","low","NONCE","postTest","Male",52,4,3,0.423076923076923,"PSEUDO"
"p762","human","low","NONCE","postTest","Female",49,3,5,0.269230769230769,"PSEUDO"
"p763","human","low","NONCE","postTest","Male",25,4,5,0.0961538461538462,"PSEUDO"
"p764","human","high","NONCE","postTest","Male",45,4,2,0.692307692307692,"PSEUDO"
"p765","human","low","NONCE","postTest","Female",28,4,5,0.269230769230769,"PSEUDO"
"p766","human","low","NONCE","postTest","Male",41,4,4,0.288461538461538,"PSEUDO"
"p767","human","high","NONCE","postTest","Male",24,5,3,0.576923076923077,"PSEUDO"
"p768","human","high","NONCE","postTest","Female",32,5,4,0.711538461538462,"PSEUDO"
"p769","human","low","NONCE","postTest","Female",23,5,5,0.365384615384615,"PSEUDO"
"p77","human","high","NONCE","postTest","Male",20,4,4,0.557692307692308,"PSEUDO"
"p770","human","low","NONCE","postTest","Male",31,4,3,0.692307692307692,"PSEUDO"
"p771","human","high","NONCE","postTest","Male",33,5,4,0.596153846153846,"PSEUDO"
"p772","human","high","NONCE","postTest","Male",32,4,5,0.826923076923077,"PSEUDO"
"p78","human","high","NONCE","postTest","Male",21,3,4,0.557692307692308,"PSEUDO"
"p79","human","high","NONCE","postTest","Male",28,2,3,0.480769230769231,"PSEUDO"
"p8","human","high","NONCE","postTest","Female",40,5,4,0.730769230769231,"PSEUDO"
"p80","human","low","NONCE","postTest","Male",42,4,5,0.557692307692308,"PSEUDO"
"p81","human","high","NONCE","postTest","Male",41,4,3,0.461538461538462,"PSEUDO"
"p82","human","high","NONCE","postTest","Male",41,5,4,0.730769230769231,"PSEUDO"
"p83","human","low","NONCE","postTest","Male",22,4,2,0.423076923076923,"PSEUDO"
"p84","human","low","NONCE","postTest","Male",20,5,5,0.384615384615385,"PSEUDO"
"p85","human","high","NONCE","postTest","Female",39,5,5,0.942307692307692,"PSEUDO"
"p86","human","low","NONCE","postTest","Female",31,5,5,0.615384615384615,"PSEUDO"
"p87","human","low","NONCE","postTest","Female",30,4,4,0.384615384615385,"PSEUDO"
"p88","human","low","NONCE","postTest","Male",32,5,3,0.923076923076923,"PSEUDO"
"p89","human","high","NONCE","postTest","Male",33,4,4,0.884615384615385,"PSEUDO"
"p9","human","high","NONCE","postTest","Male",29,3,4,0.634615384615385,"PSEUDO"
"p90","human","low","NONCE","postTest","Male",36,5,3,0.538461538461538,"PSEUDO"
"p91","human","high","NONCE","postTest","Male",34,3,4,0.403846153846154,"PSEUDO"
"p92","human","low","NONCE","postTest","Male",22,4,4,0.423076923076923,"PSEUDO"
"p93","human","low","NONCE","postTest","Female",27,4,4,0.480769230769231,"PSEUDO"
"p94","human","low","NONCE","postTest","Female",19,3,5,0.230769230769231,"PSEUDO"
"p95","human","high","NONCE","postTest","Female",37,4,5,0.326923076923077,"PSEUDO"
"p96","human","high","NONCE","postTest","Male",27,3,3,0.519230769230769,"PSEUDO"
"p97","human","high","NONCE","postTest","Male",52,4,2,0.673076923076923,"PSEUDO"
"p98","human","low","NONCE","postTest","Female",25,5,4,0.25,"PSEUDO"
"p99","human","low","NONCE","postTest","Female",50,5,5,0.307692307692308,"PSEUDO"
