"participant","trialNumber","cue","correct","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","partic.gender","phase","partic.age"
"s1003",6,"spatial",TRUE,"fekwan","female","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekwan","Female","training",27
"s1003",7,"spatial",FALSE,"falpel","female_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",8,"spatial",TRUE,"fekwan","female","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekwan","Female","training",27
"s1003",9,"spatial",TRUE,"falpel","female_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",10,"spatial",FALSE,"rilpel","female_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilwan","Female","training",27
"s1003",11,"spatial",TRUE,"falpel","female_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",12,"spatial",TRUE,"rilpel","female_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",13,"spatial",FALSE,"rilwan","male","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",14,"spatial",FALSE,"rilpel","female_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilwan","Female","training",27
"s1003",15,"spatial",TRUE,"falpel","female_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",16,"spatial",FALSE,"rilpel","female_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilwan","Female","training",27
"s1003",17,"spatial",TRUE,"falpel","female_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",18,"spatial",FALSE,"rilpel","female_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilwan","Female","training",27
"s1003",19,"spatial",TRUE,"falpel","female_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",20,"spatial",TRUE,"rilpel","female_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",21,"spatial",FALSE,"rilwan","male","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",22,"spatial",TRUE,"rilpel","female_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",23,"spatial",TRUE,"rilwan","male","chair_large","ril","chair_dimin","rilwan","rilpel","rilwan","Female","training",27
"s1003",24,"spatial",TRUE,"falpel","male_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",25,"spatial",FALSE,"fekpel","female_side","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekwan","Female","training",27
"s1003",26,"spatial",TRUE,"falpel","male_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",27,"spatial",TRUE,"fekpel","female_side","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekpel","Female","training",27
"s1003",28,"spatial",FALSE,"rikpel","male_side","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikwan","Female","training",27
"s1003",29,"spatial",FALSE,"fekpel","female_side","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekwan","Female","training",27
"s1003",30,"spatial",TRUE,"falpel","male_side","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",31,"spatial",TRUE,"fekpel","female_side","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekpel","Female","training",27
"s1003",32,"spatial",TRUE,"rikpel","male_side","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikpel","Female","training",27
"s1003",33,"spatial",TRUE,"rikwan","female","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikwan","Female","training",27
"s1003",34,"spatial",FALSE,"fekpel","male_side","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekwan","Female","training",27
"s1003",35,"spatial",TRUE,"rikwan","female","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikwan","Female","training",27
"s1003",36,"spatial",TRUE,"fekpel","male_side","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekpel","Female","training",27
"s1003",37,"spatial",TRUE,"rilpel","male_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",38,"spatial",FALSE,"falwan","male","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",39,"spatial",TRUE,"rilpel","male_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",40,"spatial",TRUE,"falwan","male","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",41,"spatial",FALSE,"falwan","female","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",42,"spatial",TRUE,"falwan","male","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",43,"spatial",FALSE,"falwan","female","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",44,"spatial",TRUE,"falwan","male","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",45,"spatial",TRUE,"falwan","female","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",46,"spatial",TRUE,"rikpel","female_side","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikpel","Female","training",27
"s1003",47,"spatial",TRUE,"fenwan","male","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",48,"spatial",TRUE,"taspel","female_side","fox_large_male","tas","fox_dimin","taswan","taspel","taspel","Female","training",27
"s1003",49,"spatial",FALSE,"fenwan","female","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",50,"spatial",FALSE,"taspel","female_side","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",51,"spatial",TRUE,"fenwan","male","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",52,"spatial",FALSE,"taspel","female_side","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",53,"spatial",FALSE,"fenwan","male","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",54,"spatial",FALSE,"rikpel","female_side","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikwan","Female","training",27
"s1003",55,"spatial",FALSE,"falwan","female","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",56,"spatial",FALSE,"falwan","male","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",57,"spatial",TRUE,"rilpel","male_side","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",58,"spatial",TRUE,"falwan","male","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",59,"spatial",FALSE,"falwan","female","candleholder_large","fal","candleholder_dimin","falwan","falpel","falpel","Female","training",27
"s1003",60,"spatial",TRUE,"falwan","male","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",61,"spatial",TRUE,"falwan","female","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",62,"spatial",FALSE,"rikpel","female_side","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikwan","Female","training",27
"s1003",63,"spatial",TRUE,"falwan","female","candleholder_large","fal","candleholder_dimin","falwan","falpel","falwan","Female","training",27
"s1003",64,"spatial",TRUE,"rikpel","female_side","bear_large_male","rik","bear_dimin","rikwan","rikpel","rikpel","Female","training",27
"s1003",65,"spatial",TRUE,"fenwan","male","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",66,"spatial",TRUE,"taspel","female_side","fox_large_male","tas","fox_dimin","taswan","taspel","taspel","Female","training",27
"s1003",67,"spatial",TRUE,"fenwan","female","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",68,"spatial",FALSE,"fekwan","male","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekpel","Female","training",27
"s1003",69,"spatial",TRUE,"fenwan","female","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",70,"spatial",TRUE,"fekwan","male","pitcher_large","fek","pitcher_dimin","fekwan","fekpel","fekwan","Female","training",27
"s1003",71,"spatial",TRUE,"taswan","female","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",72,"spatial",FALSE,"fenpel","male_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",73,"spatial",TRUE,"taswan","female","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",74,"spatial",TRUE,"fenpel","male_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",75,"spatial",FALSE,"taswan","male","fox_large_male","tas","fox_dimin","taswan","taspel","taspel","Female","training",27
"s1003",76,"spatial",TRUE,"fenpel","male_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",77,"spatial",FALSE,"taswan","male","fox_large_male","tas","fox_dimin","taswan","taspel","taspel","Female","training",27
"s1003",78,"spatial",FALSE,"fenpel","male_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",79,"spatial",TRUE,"taswan","female","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",80,"spatial",TRUE,"fenpel","male_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",81,"spatial",FALSE,"taswan","male","fox_large_male","tas","fox_dimin","taswan","taspel","taspel","Female","training",27
"s1003",82,"spatial",TRUE,"fenpel","male_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",83,"spatial",TRUE,"taswan","male","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",84,"spatial",FALSE,"rilwan","female","chair_large","ril","chair_dimin","rilwan","rilpel","rilpel","Female","training",27
"s1003",85,"spatial",FALSE,"taswan","male","fox_large_male","tas","fox_dimin","taswan","taspel","taspel","Female","training",27
"s1003",86,"spatial",TRUE,"fenpel","male_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",87,"spatial",TRUE,"taswan","male","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",88,"spatial",TRUE,"rilwan","female","chair_large","ril","chair_dimin","rilwan","rilpel","rilwan","Female","training",27
"s1003",89,"spatial",TRUE,"fenpel","female_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",90,"spatial",FALSE,"taspel","male_side","fox_large_male","tas","fox_dimin","taswan","taspel","taswan","Female","training",27
"s1003",91,"spatial",FALSE,"fenpel","female_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenwan","Female","training",27
"s1003",92,"spatial",TRUE,"rilwan","female","chair_large","ril","chair_dimin","rilwan","rilpel","rilwan","Female","training",27
"s1003",93,"spatial",TRUE,"fenpel","female_side","bokchoy_large","fen","bokchoy_dimin","fenwan","fenpel","fenpel","Female","training",27
"s1003",94,"spatial",TRUE,"taspel","male_side","fox_large_male","tas","fox_dimin","taswan","taspel","taspel","Female","training",27
"s1005",1,"social",TRUE,"toswan","male_side","chair_large","tos","chair_dimin","toswuk","toswan","toswan","Male","training",64
"s1005",2,"social",FALSE,"wunwan","male_side","bokchoy_large","wun","bokchoy_dimin","wunwuk","wunwan","wunwuk","Male","training",64
"s1005",3,"social",TRUE,"toswan","male_side","chair_large","tos","chair_dimin","toswuk","toswan","toswan","Male","training",64
"s1005",4,"social",TRUE,"wunwan","male_side","bokchoy_large","wun","bokchoy_dimin","wunwuk","wunwan","wunwan","Male","training",64
"s1005",5,"social",TRUE,"tolwan","male","bokchoy_large","tol","bokchoy_dimin","tolwuk","tolwan","tolwan","Male","training",64
"s1005",6,"social",FALSE,"wunwuk","female","bokchoy_large","wun","bokchoy_dimin","wunwuk","wunwan","wunwan","Male","training",64
"s1005",7,"social",TRUE,"tolwan","male","bokchoy_large","tol","bokchoy_dimin","tolwuk","tolwan","tolwan","Male","training",64
"s1005",8,"social",TRUE,"wunwuk","female","bokchoy_large","wun","bokchoy_dimin","wunwuk","wunwan","wunwuk","Male","training",64
"s1005",9,"social",TRUE,"taswuk","female_side","chair_large","tas","chair_dimin","taswuk","taswan","taswuk","Male","training",64
"s1005",10,"social",TRUE,"taswan","male","chair_large","tas","chair_dimin","taswuk","taswan","taswan","Male","training",64
"s1005",11,"social",TRUE,"rilwan","male_side","fox_large_male","ril","fox_dimin","rilwuk","rilwan","rilwan","Male","training",64
"s1005",12,"social",TRUE,"tolwuk","female","bokchoy_large","tol","bokchoy_dimin","tolwuk","tolwan","tolwuk","Male","training",64
"s1005",13,"social",TRUE,"toswuk","female","chair_large","tos","chair_dimin","toswuk","toswan","toswuk","Male","training",64
"s1005",14,"social",TRUE,"toswuk","female_side","chair_large","tos","chair_dimin","toswuk","toswan","toswuk","Male","training",64
"s1005",15,"social",TRUE,"taswan","male_side","chair_large","tas","chair_dimin","taswuk","taswan","taswan","Male","training",64
"s1005",16,"social",TRUE,"wunwuk","female_side","bokchoy_large","wun","bokchoy_dimin","wunwuk","wunwan","wunwuk","Male","training",64
"s1005",17,"social",TRUE,"rilwuk","female_side","fox_large_male","ril","fox_dimin","rilwuk","rilwan","rilwuk","Male","training",64
"s1005",18,"social",TRUE,"tolwuk","female_side","bokchoy_large","tol","bokchoy_dimin","tolwuk","tolwan","tolwuk","Male","training",64
"s1005",19,"social",TRUE,"taswuk","female","chair_large","tas","chair_dimin","taswuk","taswan","taswuk","Male","training",64
"s1005",20,"social",TRUE,"fiswan","male_side","bear_large_male","fis","bear_dimin","fiswuk","fiswan","fiswan","Male","training",64
"s1005",21,"social",TRUE,"wunwan","male","bokchoy_large","wun","bokchoy_dimin","wunwuk","wunwan","wunwan","Male","training",64
"s1005",22,"social",TRUE,"fiswan","male","bear_large_male","fis","bear_dimin","fiswuk","fiswan","fiswan","Male","training",64
"s1005",23,"social",TRUE,"rilwuk","female","fox_large_male","ril","fox_dimin","rilwuk","rilwan","rilwuk","Male","training",64
"s1005",24,"social",TRUE,"toswan","male","chair_large","tos","chair_dimin","toswuk","toswan","toswan","Male","training",64
"s1005",25,"social",TRUE,"fiswuk","female_side","bear_large_male","fis","bear_dimin","fiswuk","fiswan","fiswuk","Male","training",64
"s1005",26,"social",TRUE,"rilwan","male","fox_large_male","ril","fox_dimin","rilwuk","rilwan","rilwan","Male","training",64
"s1005",27,"social",TRUE,"tolwan","male_side","bokchoy_large","tol","bokchoy_dimin","tolwuk","tolwan","tolwan","Male","training",64
"s1005",28,"social",TRUE,"fiswuk","female","bear_large_male","fis","bear_dimin","fiswuk","fiswan","fiswuk","Male","training",64
"s1006",1,"spatial",TRUE,"wukfen","male","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female","training",51
"s1006",2,"spatial",TRUE,"falfen","male","chair_large","fal","chair_dimin","falfen","faltol","falfen","Female","training",51
"s1006",3,"spatial",FALSE,"riktol","male_side","chair_large","rik","chair_dimin","rikfen","riktol","rikfen","Female","training",51
"s1006",4,"spatial",TRUE,"falfen","male","chair_large","fal","chair_dimin","falfen","faltol","falfen","Female","training",51
"s1006",5,"spatial",TRUE,"riktol","male_side","chair_large","rik","chair_dimin","rikfen","riktol","riktol","Female","training",51
"s1006",6,"spatial",TRUE,"wukfen","female","bokchoy_large","wuk","bokchoy_dimin","wukfen","wuktol","wukfen","Female","training",51
