participant,gender,yearOfBirth,phase,weak.past,strong.past,category,partner.prefs,partnerRegRate,partnerRegCondition,item.baseline.reg,response,regular,pretest.mean,age
s6211,Male,1990,pretest,spreemed,spremt,kept,flip.baseline,0.346,no.change,0.639,spremt,FALSE,0.346153846,25
s6211,Male,1990,posttest,zeeped,zept,kept,flip.baseline,0.346,no.change,0.441,zept,FALSE,0.346153846,25
s6211,Male,1990,pretest,sleeled,slelt,kept,flip.baseline,0.346,no.change,0.55,slelt,FALSE,0.346153846,25
s6211,Male,1990,posttest,slived,slove,drove,flip.baseline,0.346,no.change,0.49,slove,FALSE,0.346153846,25
s6211,Male,1990,posttest,stelled,stelt,burnt,flip.baseline,0.346,no.change,0.644,stelt,FALSE,0.346153846,25
s6211,Male,1990,pretest,twinked,twank,sang,flip.baseline,0.346,no.change,0.594,twinked,TRUE,0.346153846,25
s6211,Male,1990,pretest,dweeped,dwept,kept,flip.baseline,0.346,no.change,0.426,dwept,FALSE,0.346153846,25
s6211,Male,1990,posttest,yilled,yilt,burnt,flip.baseline,0.346,no.change,0.718,yilled,TRUE,0.346153846,25
s6211,Male,1990,posttest,schmeemed,schmemt,kept,flip.baseline,0.346,no.change,0.649,schmeemed,TRUE,0.346153846,25
s6211,Male,1990,pretest,snurned,snurnt,burnt,flip.baseline,0.346,no.change,0.757,snurnt,FALSE,0.346153846,25
s6211,Male,1990,posttest,blided,blode,drove,flip.baseline,0.346,no.change,0.515,blided,TRUE,0.346153846,25
s6211,Male,1990,pretest,fided,fode,drove,flip.baseline,0.346,no.change,0.485,fided,TRUE,0.346153846,25
s6211,Male,1990,posttest,quinked,quank,sang,flip.baseline,0.346,no.change,0.569,quank,FALSE,0.346153846,25
s6211,Male,1990,pretest,shrided,shrode,drove,flip.baseline,0.346,no.change,0.376,shrided,TRUE,0.346153846,25
s6211,Male,1990,posttest,dreened,drent,kept,flip.baseline,0.346,no.change,0.634,drent,FALSE,0.346153846,25
s6211,Male,1990,pretest,skelled,skelt,burnt,flip.baseline,0.346,no.change,0.584,skelt,FALSE,0.346153846,25
s6211,Male,1990,posttest,strined,strone,drove,flip.baseline,0.346,no.change,0.559,strone,FALSE,0.346153846,25
s6211,Male,1990,pretest,sprurned,sprurnt,burnt,flip.baseline,0.346,no.change,0.688,sprurnt,FALSE,0.346153846,25
s6211,Male,1990,posttest,shringed,shrang,sang,flip.baseline,0.346,no.change,0.46,shringed,TRUE,0.346153846,25
s6211,Male,1990,posttest,dwinked,dwank,sang,flip.baseline,0.346,no.change,0.431,dwinked,TRUE,0.346153846,25
s6211,Male,1990,posttest,zimmed,zam,sang,flip.baseline,0.346,no.change,0.733,zimmed,TRUE,0.346153846,25
s6211,Male,1990,posttest,thrided,throde,drove,flip.baseline,0.346,no.change,0.376,thrided,TRUE,0.346153846,25
s6211,Male,1990,posttest,greeled,grelt,kept,flip.baseline,0.346,no.change,0.562,greeled,TRUE,0.346153846,25
s6211,Male,1990,posttest,glinged,glang,sang,flip.baseline,0.346,no.change,0.584,glinged,TRUE,0.346153846,25
s6211,Male,1990,posttest,splived,splove,drove,flip.baseline,0.346,no.change,0.421,splived,TRUE,0.346153846,25
s6211,Male,1990,posttest,smilled,smilt,burnt,flip.baseline,0.346,no.change,0.668,smilt,FALSE,0.346153846,25
s6211,Male,1990,posttest,sprelled,sprelt,burnt,flip.baseline,0.346,no.change,0.629,sprelt,FALSE,0.346153846,25
s6211,Male,1990,posttest,gringed,grang,sang,flip.baseline,0.346,no.change,0.515,grang,FALSE,0.346153846,25
s6211,Male,1990,posttest,streeled,strelt,kept,flip.baseline,0.346,no.change,0.51,strelt,FALSE,0.346153846,25
s6211,Male,1990,posttest,rurned,rurnt,burnt,flip.baseline,0.346,no.change,0.731,rurnt,FALSE,0.346153846,25
s6211,Male,1990,pretest,dwinged,dwang,sang,flip.baseline,0.346,no.change,0.485,dwang,FALSE,0.346153846,25
s6211,Male,1990,posttest,schmited,schmote,drove,flip.baseline,0.346,no.change,0.45,schmited,TRUE,0.346153846,25
s6211,Male,1990,posttest,vrited,vrote,drove,flip.baseline,0.346,no.change,0.366,vrited,TRUE,0.346153846,25
s6211,Male,1990,posttest,thringed,thrang,sang,flip.baseline,0.346,no.change,0.411,thringed,TRUE,0.346153846,25
s6211,Male,1990,posttest,cheened,chent,kept,flip.baseline,0.346,no.change,0.743,chent,FALSE,0.346153846,25
s6211,Male,1990,posttest,jinked,jank,sang,flip.baseline,0.346,no.change,0.614,jank,FALSE,0.346153846,25
s6211,Male,1990,pretest,shreened,shrent,kept,flip.baseline,0.346,no.change,0.693,shrent,FALSE,0.346153846,25
s6211,Male,1990,posttest,sneened,snent,kept,flip.baseline,0.346,no.change,0.698,snent,FALSE,0.346153846,25
s6211,Male,1990,pretest,neened,nent,kept,flip.baseline,0.346,no.change,0.663,nent,FALSE,0.346153846,25
s6211,Male,1990,posttest,feemed,femt,kept,flip.baseline,0.346,no.change,0.673,femt,FALSE,0.346153846,25
s6211,Male,1990,pretest,grinked,grank,sang,flip.baseline,0.346,no.change,0.47,grank,FALSE,0.346153846,25
s6211,Male,1990,pretest,schmimmed,schmam,sang,flip.baseline,0.346,no.change,0.634,schmimmed,TRUE,0.346153846,25
s6211,Male,1990,pretest,skeeped,skept,kept,flip.baseline,0.346,no.change,0.485,skept,FALSE,0.346153846,25
s6211,Male,1990,pretest,drelled,drelt,burnt,flip.baseline,0.346,no.change,0.653,drelt,FALSE,0.346153846,25
s6211,Male,1990,pretest,zelled,zelt,burnt,flip.baseline,0.346,no.change,0.639,zelt,FALSE,0.346153846,25
s6211,Male,1990,posttest,frimmed,fram,sang,flip.baseline,0.346,no.change,0.708,frimmed,TRUE,0.346153846,25
s6211,Male,1990,pretest,preemed,premt,kept,flip.baseline,0.346,no.change,0.678,premt,FALSE,0.346153846,25
s6211,Male,1990,posttest,trelled,trelt,burnt,flip.baseline,0.346,no.change,0.678,trelt,FALSE,0.346153846,25
s6211,Male,1990,pretest,greemed,gremt,kept,flip.baseline,0.346,no.change,0.629,gremt,FALSE,0.346153846,25
s6211,Male,1990,pretest,squined,squone,drove,flip.baseline,0.346,no.change,0.678,squined,TRUE,0.346153846,25
s6218,Female,1967,pretest,glinked,glank,sang,flip.baseline,0.808,increase,0.609,glinked,TRUE,0.576923077,48
s6218,Female,1967,pretest,threlled,threlt,burnt,flip.baseline,0.808,increase,0.653,threlled,TRUE,0.576923077,48
s6218,Female,1967,pretest,chited,chote,drove,flip.baseline,0.808,increase,0.579,chote,FALSE,0.576923077,48
s6218,Female,1967,posttest,twelled,twelt,burnt,flip.baseline,0.808,increase,0.559,twelt,FALSE,0.576923077,48
s6218,Female,1967,pretest,jurned,jurnt,burnt,flip.baseline,0.808,increase,0.718,jurnt,FALSE,0.576923077,48
s6218,Female,1967,posttest,sninged,snang,sang,flip.baseline,0.808,increase,0.455,snang,FALSE,0.576923077,48
s6218,Female,1967,pretest,sninked,snank,sang,flip.baseline,0.808,increase,0.421,snank,FALSE,0.576923077,48
s6218,Female,1967,posttest,zimmed,zam,sang,flip.baseline,0.808,increase,0.733,zimmed,TRUE,0.576923077,48
s6218,Female,1967,pretest,gurned,gurnt,burnt,flip.baseline,0.808,increase,0.708,gurned,TRUE,0.576923077,48
s6218,Female,1967,posttest,zeemed,zemt,kept,flip.baseline,0.808,increase,0.663,zeemed,TRUE,0.576923077,48
s6218,Female,1967,pretest,kreened,krent,kept,flip.baseline,0.808,increase,0.683,kreened,TRUE,0.576923077,48
s6218,Female,1967,pretest,spinged,spang,sang,flip.baseline,0.808,increase,0.401,spang,FALSE,0.576923077,48
s6218,Female,1967,posttest,streeled,strelt,kept,flip.baseline,0.808,increase,0.51,streeled,TRUE,0.576923077,48
s6218,Female,1967,pretest,breeped,brept,kept,flip.baseline,0.808,increase,0.55,breeped,TRUE,0.576923077,48
s6218,Female,1967,posttest,drurned,drurnt,burnt,flip.baseline,0.808,increase,0.748,drurnt,FALSE,0.576923077,48
s6218,Female,1967,pretest,strited,strote,drove,flip.baseline,0.808,increase,0.426,strote,FALSE,0.576923077,48
s6218,Female,1967,pretest,blurned,blurnt,burnt,flip.baseline,0.808,increase,0.639,blurnt,FALSE,0.576923077,48
s6218,Female,1967,posttest,thringed,thrang,sang,flip.baseline,0.808,increase,0.411,thringed,TRUE,0.576923077,48
s6218,Female,1967,pretest,dwimmed,dwam,sang,flip.baseline,0.808,increase,0.515,dwam,FALSE,0.576923077,48
s6218,Female,1967,pretest,skinged,skang,sang,flip.baseline,0.808,increase,0.52,skinged,TRUE,0.576923077,48
s6218,Female,1967,pretest,klilled,klilt,burnt,flip.baseline,0.808,increase,0.693,klilt,FALSE,0.576923077,48
s6218,Female,1967,pretest,schmined,schmone,drove,flip.baseline,0.808,increase,0.703,schmined,TRUE,0.576923077,48
s6218,Female,1967,pretest,shreeped,shrept,kept,flip.baseline,0.808,increase,0.46,shrept,FALSE,0.576923077,48
s6218,Female,1967,posttest,splurned,splurnt,burnt,flip.baseline,0.808,increase,0.703,splurned,TRUE,0.576923077,48
s6218,Female,1967,pretest,pleeled,plelt,kept,flip.baseline,0.808,increase,0.574,pleeled,TRUE,0.576923077,48
s6218,Female,1967,pretest,sneemed,snemt,kept,flip.baseline,0.808,increase,0.713,sneemed,TRUE,0.576923077,48
s6218,Female,1967,pretest,slined,slone,drove,flip.baseline,0.808,increase,0.614,slined,TRUE,0.576923077,48
s6218,Female,1967,posttest,trined,trone,drove,flip.baseline,0.808,increase,0.614,trined,TRUE,0.576923077,48
s6218,Female,1967,posttest,vrited,vrote,drove,flip.baseline,0.808,increase,0.366,vrited,TRUE,0.576923077,48
s6218,Female,1967,pretest,vurned,vurnt,burnt,flip.baseline,0.808,increase,0.668,vurnt,FALSE,0.576923077,48
s6218,Female,1967,posttest,glinged,glang,sang,flip.baseline,0.808,increase,0.584,glinged,TRUE,0.576923077,48
s6218,Female,1967,posttest,stelled,stelt,burnt,flip.baseline,0.808,increase,0.644,stelt,FALSE,0.576923077,48
s6218,Female,1967,pretest,theeled,thelt,kept,flip.baseline,0.808,increase,0.495,thelt,FALSE,0.576923077,48
s6218,Female,1967,posttest,rurned,rurnt,burnt,flip.baseline,0.808,increase,0.731,rurnt,FALSE,0.576923077,48
s6218,Female,1967,pretest,thrimmed,thram,sang,flip.baseline,0.808,increase,0.683,thrimmed,TRUE,0.576923077,48
s6218,Female,1967,posttest,gringed,grang,sang,flip.baseline,0.808,increase,0.515,gringed,TRUE,0.576923077,48
s6218,Female,1967,pretest,twited,twote,drove,flip.baseline,0.808,increase,0.446,twited,TRUE,0.576923077,48
s6218,Female,1967,pretest,squeened,squent,kept,flip.baseline,0.808,increase,0.629,squeened,TRUE,0.576923077,48
s6218,Female,1967,pretest,squited,squote,drove,flip.baseline,0.808,increase,0.505,squote,FALSE,0.576923077,48
s6218,Female,1967,posttest,smilled,smilt,burnt,flip.baseline,0.808,increase,0.668,smilled,TRUE,0.576923077,48
s6218,Female,1967,posttest,dwinked,dwank,sang,flip.baseline,0.808,increase,0.431,dwinked,TRUE,0.576923077,48
s6218,Female,1967,posttest,jinked,jank,sang,flip.baseline,0.808,increase,0.614,jinked,TRUE,0.576923077,48
s6218,Female,1967,pretest,strimmed,stram,sang,flip.baseline,0.808,increase,0.619,strimmed,TRUE,0.576923077,48
s6218,Female,1967,pretest,glilled,glilt,burnt,flip.baseline,0.808,increase,0.673,glilled,TRUE,0.576923077,48
s6218,Female,1967,posttest,sweeled,swelt,kept,flip.baseline,0.808,increase,0.475,swelt,FALSE,0.576923077,48
s6218,Female,1967,pretest,neemed,nemt,kept,flip.baseline,0.808,increase,0.658,neemed,TRUE,0.576923077,48
s6218,Female,1967,posttest,schmeemed,schmemt,kept,flip.baseline,0.808,increase,0.649,schmeemed,TRUE,0.576923077,48
s6218,Female,1967,pretest,skrilled,skrilt,burnt,flip.baseline,0.808,increase,0.733,skrilt,FALSE,0.576923077,48
s6218,Female,1967,posttest,strilled,strilt,burnt,flip.baseline,0.808,increase,0.772,strilled,TRUE,0.576923077,48
s6218,Female,1967,pretest,vrilled,vrilt,burnt,flip.baseline,0.808,increase,0.772,vrilled,TRUE,0.576923077,48
s6218,Female,1967,pretest,kleemed,klemt,kept,flip.baseline,0.808,increase,0.653,kleemed,TRUE,0.576923077,48
s6218,Female,1967,posttest,splinked,splank,sang,flip.baseline,0.808,increase,0.49,splinked,TRUE,0.576923077,48
s6218,Female,1967,pretest,chimmed,cham,sang,flip.baseline,0.808,increase,0.743,chimmed,TRUE,0.576923077,48
s6218,Female,1967,pretest,swurned,swurnt,burnt,flip.baseline,0.808,increase,0.723,swurnt,FALSE,0.576923077,48
s6218,Female,1967,posttest,plined,plone,drove,flip.baseline,0.808,increase,0.713,plined,TRUE,0.576923077,48
s6218,Female,1967,pretest,prurned,prurnt,burnt,flip.baseline,0.808,increase,0.688,prurned,TRUE,0.576923077,48
s6218,Female,1967,pretest,shinged,shang,sang,flip.baseline,0.808,increase,0.45,shang,FALSE,0.576923077,48
s6218,Female,1967,pretest,pited,pote,drove,flip.baseline,0.808,increase,0.629,pited,TRUE,0.576923077,48
s6218,Female,1967,pretest,brurned,brurnt,burnt,flip.baseline,0.808,increase,0.554,brurned,TRUE,0.576923077,48
s6218,Female,1967,posttest,frimmed,fram,sang,flip.baseline,0.808,increase,0.708,frimmed,TRUE,0.576923077,48
s6218,Female,1967,posttest,thurned,thurnt,burnt,flip.baseline,0.808,increase,0.693,thurnt,FALSE,0.576923077,48
s6218,Female,1967,pretest,squided,squode,drove,flip.baseline,0.808,increase,0.406,squided,TRUE,0.576923077,48
s6218,Female,1967,pretest,swided,swode,drove,flip.baseline,0.808,increase,0.356,swode,FALSE,0.576923077,48
s6218,Female,1967,posttest,strined,strone,drove,flip.baseline,0.808,increase,0.559,strone,FALSE,0.576923077,48
s6218,Female,1967,pretest,splided,splode,drove,flip.baseline,0.808,increase,0.475,splided,TRUE,0.576923077,48
s6218,Female,1967,posttest,minged,mang,sang,flip.baseline,0.808,increase,0.639,minged,TRUE,0.576923077,48
s6218,Female,1967,posttest,yided,yode,drove,flip.baseline,0.808,increase,0.401,yode,FALSE,0.576923077,48
s6218,Female,1967,pretest,pringed,prang,sang,flip.baseline,0.808,increase,0.465,prang,FALSE,0.576923077,48
s6218,Female,1967,posttest,cheened,chent,kept,flip.baseline,0.808,increase,0.743,cheened,TRUE,0.576923077,48
s6218,Female,1967,pretest,ninked,nank,sang,flip.baseline,0.808,increase,0.647,nank,FALSE,0.576923077,48
s6218,Female,1967,posttest,greeled,grelt,kept,flip.baseline,0.808,increase,0.562,grelt,FALSE,0.576923077,48
s6218,Female,1967,posttest,thrided,throde,drove,flip.baseline,0.808,increase,0.376,throde,FALSE,0.576923077,48
s6218,Female,1967,posttest,feemed,femt,kept,flip.baseline,0.808,increase,0.673,feemed,TRUE,0.576923077,48
s6218,Female,1967,posttest,zeeped,zept,kept,flip.baseline,0.808,increase,0.441,zeeped,TRUE,0.576923077,48
s6218,Female,1967,posttest,shringed,shrang,sang,flip.baseline,0.808,increase,0.46,shrang,FALSE,0.576923077,48
s6218,Female,1967,posttest,blided,blode,drove,flip.baseline,0.808,increase,0.515,blided,TRUE,0.576923077,48
s6218,Female,1967,posttest,hurned,hurnt,burnt,flip.baseline,0.808,increase,0.713,hurnt,FALSE,0.576923077,48
s6218,Female,1967,posttest,slived,slove,drove,flip.baseline,0.808,increase,0.49,slived,TRUE,0.576923077,48
s6218,Female,1967,posttest,geemed,gemt,kept,flip.baseline,0.808,increase,0.693,geemed,TRUE,0.576923077,48
s6218,Female,1967,posttest,sneened,snent,kept,flip.baseline,0.808,increase,0.698,sneened,TRUE,0.576923077,48
s6218,Female,1967,posttest,twimmed,twam,sang,flip.baseline,0.808,increase,0.54,twimmed,TRUE,0.576923077,48
s6218,Female,1967,posttest,quinked,quank,sang,flip.baseline,0.808,increase,0.569,quinked,TRUE,0.576923077,48
s6218,Female,1967,pretest,brived,brove,drove,flip.baseline,0.808,increase,0.391,brived,TRUE,0.576923077,48
s6218,Female,1967,posttest,lelled,lelt,burnt,flip.baseline,0.808,increase,0.668,lelled,TRUE,0.576923077,48
s6218,Female,1967,posttest,trelled,trelt,burnt,flip.baseline,0.808,increase,0.678,trelled,TRUE,0.576923077,48
s6218,Female,1967,pretest,trinked,trank,sang,flip.baseline,0.808,increase,0.49,trank,FALSE,0.576923077,48
s6218,Female,1967,posttest,cheeled,chelt,kept,flip.baseline,0.808,increase,0.545,chelt,FALSE,0.576923077,48
s6218,Female,1967,posttest,geeved,gove,drove,flip.baseline,0.808,increase,0.599,geeved,TRUE,0.576923077,48
s6218,Female,1967,pretest,squeeped,squept,kept,flip.baseline,0.808,increase,0.52,squeeped,TRUE,0.576923077,48
s6218,Female,1967,posttest,schmited,schmote,drove,flip.baseline,0.808,increase,0.45,schmote,FALSE,0.576923077,48
s6218,Female,1967,pretest,theeped,thept,kept,flip.baseline,0.808,increase,0.416,theeped,TRUE,0.576923077,48
s6218,Female,1967,pretest,smimmed,smam,sang,flip.baseline,0.808,increase,0.579,smam,FALSE,0.576923077,48
s6218,Female,1967,posttest,splived,splove,drove,flip.baseline,0.808,increase,0.421,splived,TRUE,0.576923077,48
s6218,Female,1967,pretest,jeemed,jemt,kept,flip.baseline,0.808,increase,0.723,jeemed,TRUE,0.576923077,48
s6218,Female,1967,posttest,sneeped,snept,kept,flip.baseline,0.808,increase,0.431,sneeped,TRUE,0.576923077,48
s6218,Female,1967,posttest,quided,quode,drove,flip.baseline,0.808,increase,0.47,quode,FALSE,0.576923077,48
s6218,Female,1967,pretest,skeened,skent,kept,flip.baseline,0.808,increase,0.688,skent,FALSE,0.576923077,48
s6218,Female,1967,posttest,yilled,yilt,burnt,flip.baseline,0.808,increase,0.718,yilt,FALSE,0.576923077,48
s6218,Female,1967,posttest,jined,jone,drove,flip.baseline,0.808,increase,0.658,jined,TRUE,0.576923077,48
s6218,Female,1967,pretest,slurned,slurnt,burnt,flip.baseline,0.808,increase,0.698,slurnt,FALSE,0.576923077,48
s6218,Female,1967,pretest,klited,klote,drove,flip.baseline,0.808,increase,0.554,klited,TRUE,0.576923077,48
s6218,Female,1967,pretest,zited,zote,drove,flip.baseline,0.808,increase,0.54,zited,TRUE,0.576923077,48
s6218,Female,1967,posttest,sprelled,sprelt,burnt,flip.baseline,0.808,increase,0.629,sprelled,TRUE,0.576923077,48
s6218,Female,1967,posttest,dreened,drent,kept,flip.baseline,0.808,increase,0.634,dreened,TRUE,0.576923077,48
s6219,Male,1985,pretest,greeled,grelt,kept,flip.baseline,0.923,increase,0.562,grelt,FALSE,0.653846154,30
s6219,Male,1985,pretest,strilled,strilt,burnt,flip.baseline,0.923,increase,0.772,strilled,TRUE,0.653846154,30
s6219,Male,1985,pretest,dreened,drent,kept,flip.baseline,0.923,increase,0.634,dreened,TRUE,0.653846154,30
s6219,Male,1985,pretest,zeemed,zemt,kept,flip.baseline,0.923,increase,0.663,zeemed,TRUE,0.653846154,30
s6219,Male,1985,posttest,beeved,bove,drove,flip.baseline,0.923,increase,0.574,bove,FALSE,0.653846154,30
s6219,Male,1985,pretest,hurned,hurnt,burnt,flip.baseline,0.923,increase,0.713,hurned,TRUE,0.653846154,30
s6219,Male,1985,pretest,minged,mang,sang,flip.baseline,0.923,increase,0.639,minged,TRUE,0.653846154,30
s6219,Male,1985,pretest,schmited,schmote,drove,flip.baseline,0.923,increase,0.45,schmited,TRUE,0.653846154,30
s6219,Male,1985,posttest,kleeled,klelt,kept,flip.baseline,0.923,increase,0.554,klelt,FALSE,0.653846154,30
s6219,Male,1985,posttest,skelled,skelt,burnt,flip.baseline,0.923,increase,0.584,skelled,TRUE,0.653846154,30
s6219,Male,1985,posttest,fided,fode,drove,flip.baseline,0.923,increase,0.485,fode,FALSE,0.653846154,30
s6219,Male,1985,pretest,jined,jone,drove,flip.baseline,0.923,increase,0.658,jone,FALSE,0.653846154,30
s6219,Male,1985,pretest,sneeped,snept,kept,flip.baseline,0.923,increase,0.431,sneeped,TRUE,0.653846154,30
s6219,Male,1985,pretest,sweeled,swelt,kept,flip.baseline,0.923,increase,0.475,sweeled,TRUE,0.653846154,30
s6219,Male,1985,pretest,sninged,snang,sang,flip.baseline,0.923,increase,0.455,snang,FALSE,0.653846154,30
s6219,Male,1985,pretest,yided,yode,drove,flip.baseline,0.923,increase,0.401,yided,TRUE,0.653846154,30
s6219,Male,1985,pretest,jinked,jank,sang,flip.baseline,0.923,increase,0.614,jinked,TRUE,0.653846154,30
s6219,Male,1985,posttest,skurned,skurnt,burnt,flip.baseline,0.923,increase,0.733,skurned,TRUE,0.653846154,30
s6219,Male,1985,posttest,fimmed,fam,sang,flip.baseline,0.923,increase,0.772,fimmed,TRUE,0.653846154,30
s6219,Male,1985,pretest,vrited,vrote,drove,flip.baseline,0.923,increase,0.366,vrote,FALSE,0.653846154,30
s6219,Male,1985,pretest,slived,slove,drove,flip.baseline,0.923,increase,0.49,slived,TRUE,0.653846154,30
s6219,Male,1985,pretest,schmeemed,schmemt,kept,flip.baseline,0.923,increase,0.649,schmemt,FALSE,0.653846154,30
s6219,Male,1985,pretest,splurned,splurnt,burnt,flip.baseline,0.923,increase,0.703,splurned,TRUE,0.653846154,30
s6219,Male,1985,pretest,frimmed,fram,sang,flip.baseline,0.923,increase,0.708,frimmed,TRUE,0.653846154,30
s6219,Male,1985,posttest,twinked,twank,sang,flip.baseline,0.923,increase,0.594,twank,FALSE,0.653846154,30
s6219,Male,1985,posttest,preemed,premt,kept,flip.baseline,0.923,increase,0.678,preemed,TRUE,0.653846154,30
s6219,Male,1985,posttest,streened,strent,kept,flip.baseline,0.923,increase,0.718,streened,TRUE,0.653846154,30
s6219,Male,1985,pretest,thrided,throde,drove,flip.baseline,0.923,increase,0.376,throde,FALSE,0.653846154,30
s6219,Male,1985,posttest,strinked,strank,sang,flip.baseline,0.923,increase,0.416,strank,FALSE,0.653846154,30
s6219,Male,1985,pretest,zeeped,zept,kept,flip.baseline,0.923,increase,0.441,zept,FALSE,0.653846154,30
s6219,Male,1985,posttest,skeeped,skept,kept,flip.baseline,0.923,increase,0.485,skeeped,TRUE,0.653846154,30
s6219,Male,1985,pretest,thringed,thrang,sang,flip.baseline,0.923,increase,0.411,thrang,FALSE,0.653846154,30
s6219,Male,1985,pretest,cheeled,chelt,kept,flip.baseline,0.923,increase,0.545,cheeled,TRUE,0.653846154,30
s6219,Male,1985,pretest,glinged,glang,sang,flip.baseline,0.923,increase,0.584,glinged,TRUE,0.653846154,30
s6219,Male,1985,pretest,cheened,chent,kept,flip.baseline,0.923,increase,0.743,cheened,TRUE,0.653846154,30
s6219,Male,1985,posttest,surned,surnt,burnt,flip.baseline,0.923,increase,0.698,surned,TRUE,0.653846154,30
s6219,Male,1985,pretest,trined,trone,drove,flip.baseline,0.923,increase,0.614,trined,TRUE,0.653846154,30
s6219,Male,1985,pretest,splived,splove,drove,flip.baseline,0.923,increase,0.421,splove,FALSE,0.653846154,30
s6219,Male,1985,pretest,plined,plone,drove,flip.baseline,0.923,increase,0.713,plined,TRUE,0.653846154,30
s6219,Male,1985,pretest,streeled,strelt,kept,flip.baseline,0.923,increase,0.51,streeled,TRUE,0.653846154,30
s6219,Male,1985,posttest,schmimmed,schmam,sang,flip.baseline,0.923,increase,0.634,schmimmed,TRUE,0.653846154,30
s6219,Male,1985,posttest,sprided,sprode,drove,flip.baseline,0.923,increase,0.347,sprode,FALSE,0.653846154,30
s6219,Male,1985,posttest,sleeled,slelt,kept,flip.baseline,0.923,increase,0.55,slelt,FALSE,0.653846154,30
s6219,Male,1985,posttest,vrinked,vrank,sang,flip.baseline,0.923,increase,0.515,vrinked,TRUE,0.653846154,30
s6219,Male,1985,posttest,glined,glone,drove,flip.baseline,0.923,increase,0.619,glined,TRUE,0.653846154,30
s6219,Male,1985,posttest,skrined,skrone,drove,flip.baseline,0.923,increase,0.599,skrined,TRUE,0.653846154,30
s6219,Male,1985,posttest,klided,klode,drove,flip.baseline,0.923,increase,0.495,klided,TRUE,0.653846154,30
s6219,Male,1985,pretest,blided,blode,drove,flip.baseline,0.923,increase,0.515,blode,FALSE,0.653846154,30
s6219,Male,1985,pretest,geemed,gemt,kept,flip.baseline,0.923,increase,0.693,geemed,TRUE,0.653846154,30
s6219,Male,1985,pretest,sneened,snent,kept,flip.baseline,0.923,increase,0.698,sneened,TRUE,0.653846154,30
s6219,Male,1985,pretest,stelled,stelt,burnt,flip.baseline,0.923,increase,0.644,stelled,TRUE,0.653846154,30
s6219,Male,1985,pretest,quinked,quank,sang,flip.baseline,0.923,increase,0.569,quank,FALSE,0.653846154,30
s6219,Male,1985,posttest,snurned,snurnt,burnt,flip.baseline,0.923,increase,0.757,snurnt,FALSE,0.653846154,30
s6219,Male,1985,pretest,drurned,drurnt,burnt,flip.baseline,0.923,increase,0.748,drurnt,FALSE,0.653846154,30
s6219,Male,1985,pretest,rurned,rurnt,burnt,flip.baseline,0.923,increase,0.731,rurned,TRUE,0.653846154,30
s6219,Male,1985,posttest,dweeped,dwept,kept,flip.baseline,0.923,increase,0.426,dweeped,TRUE,0.653846154,30
s6219,Male,1985,posttest,neened,nent,kept,flip.baseline,0.923,increase,0.663,neened,TRUE,0.653846154,30
s6219,Male,1985,posttest,dwided,dwode,drove,flip.baseline,0.923,increase,0.416,dwode,FALSE,0.653846154,30
s6219,Male,1985,posttest,splinged,splang,sang,flip.baseline,0.923,increase,0.401,splinged,TRUE,0.653846154,30
s6219,Male,1985,posttest,snited,snote,drove,flip.baseline,0.923,increase,0.53,snote,FALSE,0.653846154,30
s6219,Male,1985,pretest,feemed,femt,kept,flip.baseline,0.923,increase,0.673,feemed,TRUE,0.653846154,30
s6219,Male,1985,posttest,trurned,trurnt,burnt,flip.baseline,0.923,increase,0.718,trurned,TRUE,0.653846154,30
s6219,Male,1985,posttest,dreeped,drept,kept,flip.baseline,0.923,increase,0.441,dreeped,TRUE,0.653846154,30
s6219,Male,1985,posttest,sprurned,sprurnt,burnt,flip.baseline,0.923,increase,0.688,sprurned,TRUE,0.653846154,30
s6219,Male,1985,posttest,drelled,drelt,burnt,flip.baseline,0.923,increase,0.653,drelled,TRUE,0.653846154,30
s6219,Male,1985,pretest,gringed,grang,sang,flip.baseline,0.923,increase,0.515,gringed,TRUE,0.653846154,30
s6219,Male,1985,posttest,skrurned,skrurnt,burnt,flip.baseline,0.923,increase,0.668,skrurned,TRUE,0.653846154,30
s6219,Male,1985,pretest,trelled,trelt,burnt,flip.baseline,0.923,increase,0.678,trelled,TRUE,0.653846154,30
s6219,Male,1985,pretest,quided,quode,drove,flip.baseline,0.923,increase,0.47,quode,FALSE,0.653846154,30
s6219,Male,1985,posttest,slilled,slilt,burnt,flip.baseline,0.923,increase,0.693,slilled,TRUE,0.653846154,30
s6219,Male,1985,posttest,greemed,gremt,kept,flip.baseline,0.923,increase,0.629,gremt,FALSE,0.653846154,30
s6219,Male,1985,posttest,swited,swote,drove,flip.baseline,0.923,increase,0.46,swote,FALSE,0.653846154,30
s6219,Male,1985,posttest,thided,thode,drove,flip.baseline,0.923,increase,0.436,thode,FALSE,0.653846154,30
s6219,Male,1985,posttest,murned,murnt,burnt,flip.baseline,0.923,increase,0.723,murned,TRUE,0.653846154,30
s6219,Male,1985,pretest,sprelled,sprelt,burnt,flip.baseline,0.923,increase,0.629,sprelled,TRUE,0.653846154,30
s6219,Male,1985,posttest,prilled,prilt,burnt,flip.baseline,0.923,increase,0.713,prilled,TRUE,0.653846154,30
s6219,Male,1985,pretest,shringed,shrang,sang,flip.baseline,0.923,increase,0.46,shringed,TRUE,0.653846154,30
