"participant","pretest.reg","gender","phase","weak.past","strong.past","category","sensibility","partnerRegCondition","item.reg.mean","response","regular","age"
"s6037",0.423076923076923,"Female","posttest","klited","klote","drove","sensible","decrease",0.554,"klote",FALSE,23
"s6037",0.423076923076923,"Female","posttest","theeled","thelt","kept","sensible","decrease",0.495,"thelt",FALSE,23
"s6037",0.423076923076923,"Female","posttest","brived","brove","drove","sensible","decrease",0.391,"brove",FALSE,23
"s6037",0.423076923076923,"Female","posttest","brurned","brurnt","burnt","sensible","decrease",0.554,"brurnt",FALSE,23
"s6037",0.423076923076923,"Female","posttest","neemed","nemt","kept","sensible","decrease",0.658,"nemt",FALSE,23
"s6037",0.423076923076923,"Female","posttest","pited","pote","drove","sensible","decrease",0.629,"pote",FALSE,23
"s6037",0.423076923076923,"Female","posttest","squided","squode","drove","sensible","decrease",0.406,"squided",TRUE,23
"s6037",0.423076923076923,"Female","posttest","trinked","trank","sang","sensible","decrease",0.49,"trank",FALSE,23
"s6037",0.423076923076923,"Female","posttest","vrilled","vrilt","burnt","sensible","decrease",0.772,"vrilt",FALSE,23
"s6037",0.423076923076923,"Female","posttest","strited","strote","drove","sensible","decrease",0.426,"strote",FALSE,23
"s6037",0.423076923076923,"Female","posttest","smimmed","smam","sang","sensible","decrease",0.579,"smimmed",TRUE,23
"s6037",0.423076923076923,"Female","posttest","threlled","threlt","burnt","sensible","decrease",0.653,"threlt",FALSE,23
"s6038",0.576923076923077,"Female","posttest","jined","jone","drove","sensible","decrease",0.658,"jone",FALSE,32
"s6038",0.576923076923077,"Female","posttest","sneened","snent","kept","sensible","decrease",0.698,"sneened",TRUE,32
"s6038",0.576923076923077,"Female","posttest","blided","blode","drove","sensible","decrease",0.515,"blode",FALSE,32
"s6038",0.576923076923077,"Female","posttest","thringed","thrang","sang","sensible","decrease",0.411,"thrang",FALSE,32
"s6038",0.576923076923077,"Female","posttest","minged","mang","sang","sensible","decrease",0.639,"minged",TRUE,32
"s6038",0.576923076923077,"Female","posttest","quided","quode","drove","sensible","decrease",0.47,"quided",TRUE,32
"s6038",0.576923076923077,"Female","posttest","cheened","chent","kept","sensible","decrease",0.743,"cheened",TRUE,32
"s6038",0.576923076923077,"Female","posttest","splived","splove","drove","sensible","decrease",0.421,"splived",TRUE,32
"s6038",0.576923076923077,"Female","posttest","smilled","smilt","burnt","sensible","decrease",0.668,"smilled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","vrited","vrote","drove","sensible","decrease",0.366,"vrited",TRUE,32
"s6038",0.576923076923077,"Female","posttest","stelled","stelt","burnt","sensible","decrease",0.644,"stelled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","lelled","lelt","burnt","sensible","decrease",0.668,"lelled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","splinked","splank","sang","sensible","decrease",0.49,"splank",FALSE,32
"s6038",0.576923076923077,"Female","posttest","sprelled","sprelt","burnt","sensible","decrease",0.629,"sprelled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","zeemed","zemt","kept","sensible","decrease",0.663,"zemt",FALSE,32
"s6038",0.576923076923077,"Female","posttest","zimmed","zam","sang","sensible","decrease",0.733,"zimmed",TRUE,32
"s6038",0.576923076923077,"Female","posttest","cheeled","chelt","kept","sensible","decrease",0.545,"cheeled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","feemed","femt","kept","sensible","decrease",0.673,"feemed",TRUE,32
"s6038",0.576923076923077,"Female","posttest","schmeemed","schmemt","kept","sensible","decrease",0.649,"schmeemed",TRUE,32
"s6038",0.576923076923077,"Female","posttest","schmited","schmote","drove","sensible","decrease",0.45,"schmited",TRUE,32
"s6038",0.576923076923077,"Female","posttest","slived","slove","drove","sensible","decrease",0.49,"slove",FALSE,32
"s6038",0.576923076923077,"Female","posttest","dwinked","dwank","sang","sensible","decrease",0.431,"dwank",FALSE,32
"s6038",0.576923076923077,"Female","posttest","streeled","strelt","kept","sensible","decrease",0.51,"strelt",FALSE,32
"s6038",0.576923076923077,"Female","posttest","rurned","rurnt","burnt","sensible","decrease",0.731,"rurned",TRUE,32
"s6038",0.576923076923077,"Female","posttest","zeeped","zept","kept","sensible","decrease",0.441,"zeeped",TRUE,32
"s6038",0.576923076923077,"Female","posttest","frimmed","fram","sang","sensible","decrease",0.708,"frimmed",TRUE,32
"s6038",0.576923076923077,"Female","posttest","strilled","strilt","burnt","sensible","decrease",0.772,"strilled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","sninged","snang","sang","sensible","decrease",0.455,"snang",FALSE,32
"s6038",0.576923076923077,"Female","posttest","yilled","yilt","burnt","sensible","decrease",0.718,"yilled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","geemed","gemt","kept","sensible","decrease",0.693,"gemt",FALSE,32
"s6038",0.576923076923077,"Female","posttest","thrided","throde","drove","sensible","decrease",0.376,"throde",FALSE,32
"s6038",0.576923076923077,"Female","posttest","yided","yode","drove","sensible","decrease",0.401,"yode",FALSE,32
"s6038",0.576923076923077,"Female","posttest","drurned","drurnt","burnt","sensible","decrease",0.748,"drurned",TRUE,32
"s6038",0.576923076923077,"Female","posttest","sneeped","snept","kept","sensible","decrease",0.431,"snept",FALSE,32
"s6038",0.576923076923077,"Female","posttest","hurned","hurnt","burnt","sensible","decrease",0.713,"hurned",TRUE,32
"s6038",0.576923076923077,"Female","posttest","dreened","drent","kept","sensible","decrease",0.634,"dreened",TRUE,32
"s6038",0.576923076923077,"Female","posttest","glinged","glang","sang","sensible","decrease",0.584,"glinged",TRUE,32
"s6038",0.576923076923077,"Female","posttest","greeled","grelt","kept","sensible","decrease",0.562,"greeled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","gringed","grang","sang","sensible","decrease",0.515,"gringed",TRUE,32
"s6038",0.576923076923077,"Female","posttest","shringed","shrang","sang","sensible","decrease",0.46,"shringed",TRUE,32
"s6038",0.576923076923077,"Female","posttest","jinked","jank","sang","sensible","decrease",0.614,"jinked",TRUE,32
"s6038",0.576923076923077,"Female","posttest","strined","strone","drove","sensible","decrease",0.559,"strone",FALSE,32
"s6038",0.576923076923077,"Female","posttest","plined","plone","drove","sensible","decrease",0.713,"plone",FALSE,32
"s6038",0.576923076923077,"Female","posttest","twelled","twelt","burnt","sensible","decrease",0.559,"twelled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","quinked","quank","sang","sensible","decrease",0.569,"quank",FALSE,32
"s6038",0.576923076923077,"Female","posttest","twimmed","twam","sang","sensible","decrease",0.54,"twam",FALSE,32
"s6038",0.576923076923077,"Female","posttest","geeved","gove","drove","sensible","decrease",0.599,"geeved",TRUE,32
"s6038",0.576923076923077,"Female","posttest","splurned","splurnt","burnt","sensible","decrease",0.703,"splurned",TRUE,32
"s6038",0.576923076923077,"Female","posttest","trined","trone","drove","sensible","decrease",0.614,"trined",TRUE,32
"s6038",0.576923076923077,"Female","posttest","trelled","trelt","burnt","sensible","decrease",0.678,"trelled",TRUE,32
"s6038",0.576923076923077,"Female","posttest","sweeled","swelt","kept","sensible","decrease",0.475,"swelt",FALSE,32
"s6038",0.576923076923077,"Female","posttest","thurned","thurnt","burnt","sensible","decrease",0.693,"thurned",TRUE,32
"s6039",0.346153846153846,"Female","posttest","strimmed","stram","sang","sensible","decrease",0.619,"stram",FALSE,35
"s6039",0.346153846153846,"Female","posttest","zited","zote","drove","sensible","decrease",0.54,"zote",FALSE,35
"s6039",0.346153846153846,"Female","posttest","squited","squote","drove","sensible","decrease",0.505,"squote",FALSE,35
"s6039",0.346153846153846,"Female","posttest","kreened","krent","kept","sensible","decrease",0.683,"kreened",TRUE,35
"s6039",0.346153846153846,"Female","posttest","swurned","swurnt","burnt","sensible","decrease",0.723,"swurnt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","dwimmed","dwam","sang","sensible","decrease",0.515,"dwam",FALSE,35
"s6039",0.346153846153846,"Female","posttest","squided","squode","drove","sensible","decrease",0.406,"squode",FALSE,35
"s6039",0.346153846153846,"Female","posttest","slurned","slurnt","burnt","sensible","decrease",0.698,"slurnt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","shinged","shang","sang","sensible","decrease",0.45,"shang",FALSE,35
"s6039",0.346153846153846,"Female","posttest","skeened","skent","kept","sensible","decrease",0.688,"skeened",TRUE,35
"s6039",0.346153846153846,"Female","posttest","chimmed","cham","sang","sensible","decrease",0.743,"cham",FALSE,35
"s6039",0.346153846153846,"Female","posttest","jeemed","jemt","kept","sensible","decrease",0.723,"jemt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","smimmed","smam","sang","sensible","decrease",0.579,"smam",FALSE,35
"s6039",0.346153846153846,"Female","posttest","breeped","brept","kept","sensible","decrease",0.55,"brept",FALSE,35
"s6039",0.346153846153846,"Female","posttest","ninked","nank","sang","sensible","decrease",0.647,"nank",FALSE,35
"s6039",0.346153846153846,"Female","posttest","shreeped","shrept","kept","sensible","decrease",0.46,"shrept",FALSE,35
"s6039",0.346153846153846,"Female","posttest","schmined","schmone","drove","sensible","decrease",0.703,"schmone",FALSE,35
"s6039",0.346153846153846,"Female","posttest","glinked","glank","sang","sensible","decrease",0.609,"glank",FALSE,35
"s6039",0.346153846153846,"Female","posttest","blurned","blurnt","burnt","sensible","decrease",0.639,"blurnt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","strited","strote","drove","sensible","decrease",0.426,"strote",FALSE,35
"s6039",0.346153846153846,"Female","posttest","spinged","spang","sang","sensible","decrease",0.401,"spang",FALSE,35
"s6039",0.346153846153846,"Female","posttest","glilled","glilt","burnt","sensible","decrease",0.673,"glilled",TRUE,35
"s6039",0.346153846153846,"Female","posttest","squeened","squent","kept","sensible","decrease",0.629,"squent",FALSE,35
"s6039",0.346153846153846,"Female","posttest","pited","pote","drove","sensible","decrease",0.629,"pote",FALSE,35
"s6039",0.346153846153846,"Female","posttest","kleemed","klemt","kept","sensible","decrease",0.653,"klemt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","brurned","brurnt","burnt","sensible","decrease",0.554,"brurnt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","vrilled","vrilt","burnt","sensible","decrease",0.772,"vrilt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","gurned","gurnt","burnt","sensible","decrease",0.708,"gurnt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","jurned","jurnt","burnt","sensible","decrease",0.718,"jurnt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","prurned","prurnt","burnt","sensible","decrease",0.688,"prurned",TRUE,35
"s6039",0.346153846153846,"Female","posttest","klited","klote","drove","sensible","decrease",0.554,"klote",FALSE,35
"s6039",0.346153846153846,"Female","posttest","vurned","vurnt","burnt","sensible","decrease",0.668,"vurnt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","brived","brove","drove","sensible","decrease",0.391,"brove",FALSE,35
"s6039",0.346153846153846,"Female","posttest","pleeled","plelt","kept","sensible","decrease",0.574,"plelt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","skrilled","skrilt","burnt","sensible","decrease",0.733,"skrilt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","trinked","trank","sang","sensible","decrease",0.49,"trank",FALSE,35
"s6039",0.346153846153846,"Female","posttest","skinged","skang","sang","sensible","decrease",0.52,"skang",FALSE,35
"s6039",0.346153846153846,"Female","posttest","sneemed","snemt","kept","sensible","decrease",0.713,"snemt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","theeped","thept","kept","sensible","decrease",0.416,"thept",FALSE,35
"s6039",0.346153846153846,"Female","posttest","swided","swode","drove","sensible","decrease",0.356,"swode",FALSE,35
"s6039",0.346153846153846,"Female","posttest","klilled","klilt","burnt","sensible","decrease",0.693,"klilt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","twited","twote","drove","sensible","decrease",0.446,"twote",FALSE,35
"s6039",0.346153846153846,"Female","posttest","slined","slone","drove","sensible","decrease",0.614,"slined",TRUE,35
"s6039",0.346153846153846,"Female","posttest","sninked","snank","sang","sensible","decrease",0.421,"snank",FALSE,35
"s6039",0.346153846153846,"Female","posttest","theeled","thelt","kept","sensible","decrease",0.495,"thelt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","chited","chote","drove","sensible","decrease",0.579,"chote",FALSE,35
"s6039",0.346153846153846,"Female","posttest","splided","splode","drove","sensible","decrease",0.475,"splode",FALSE,35
"s6039",0.346153846153846,"Female","posttest","squeeped","squept","kept","sensible","decrease",0.52,"squept",FALSE,35
"s6039",0.346153846153846,"Female","posttest","neemed","nemt","kept","sensible","decrease",0.658,"nemt",FALSE,35
"s6039",0.346153846153846,"Female","posttest","threlled","threlt","burnt","sensible","decrease",0.653,"threlled",TRUE,35
"s6039",0.346153846153846,"Female","posttest","pringed","prang","sang","sensible","decrease",0.465,"prang",FALSE,35
"s6039",0.346153846153846,"Female","posttest","thrimmed","thram","sang","sensible","decrease",0.683,"thram",FALSE,35
"s6040",0.365384615384615,"Female","posttest","skrurned","skrurnt","burnt","sensible","increase",0.668,"skrurnt",FALSE,36
"s6040",0.365384615384615,"Female","posttest","dweeped","dwept","kept","sensible","increase",0.426,"dweeped",TRUE,36
"s6040",0.365384615384615,"Female","posttest","fleeled","flelt","kept","sensible","increase",0.525,"flelt",FALSE,36
"s6040",0.365384615384615,"Female","posttest","slilled","slilt","burnt","sensible","increase",0.693,"slilled",TRUE,36
"s6040",0.365384615384615,"Female","posttest","grinked","grank","sang","sensible","increase",0.47,"grank",FALSE,36
"s6040",0.365384615384615,"Female","posttest","zelled","zelt","burnt","sensible","increase",0.639,"zelled",TRUE,36
"s6040",0.365384615384615,"Female","posttest","glined","glone","drove","sensible","increase",0.619,"glined",TRUE,36
"s6040",0.365384615384615,"Female","posttest","klided","klode","drove","sensible","increase",0.495,"klode",FALSE,36
"s6040",0.365384615384615,"Female","posttest","neened","nent","kept","sensible","increase",0.663,"neened",TRUE,36
"s6040",0.365384615384615,"Female","posttest","swited","swote","drove","sensible","increase",0.46,"swote",FALSE,36
"s6040",0.365384615384615,"Female","posttest","murned","murnt","burnt","sensible","increase",0.723,"murnt",FALSE,36
"s6040",0.365384615384615,"Female","posttest","prilled","prilt","burnt","sensible","increase",0.713,"prilled",TRUE,36
"s6040",0.365384615384615,"Female","posttest","spreemed","spremt","kept","sensible","increase",0.639,"spremt",FALSE,36
"s6040",0.365384615384615,"Female","posttest","greemed","gremt","kept","sensible","increase",0.629,"gremt",FALSE,36
"s6040",0.365384615384615,"Female","posttest","drelled","drelt","burnt","sensible","increase",0.653,"drelled",TRUE,36
"s6040",0.365384615384615,"Female","posttest","sprided","sprode","drove","sensible","increase",0.347,"sprode",FALSE,36
"s6040",0.365384615384615,"Female","posttest","beeved","bove","drove","sensible","increase",0.574,"bove",FALSE,36
"s6040",0.365384615384615,"Female","posttest","squined","squone","drove","sensible","increase",0.678,"squined",TRUE,36
"s6040",0.365384615384615,"Female","posttest","sleeled","slelt","kept","sensible","increase",0.55,"slelt",FALSE,36
"s6040",0.365384615384615,"Female","posttest","skurned","skurnt","burnt","sensible","increase",0.733,"skurnt",FALSE,36
