"participant","pretest.reg","gender","phase","weak.past","strong.past","category","sensibility","partnerRegCondition","item.reg.mean","response","regular","age"
"s6128",0.692307692307692,"Male","posttest","sninked","snank","sang","silly","increase",0.421,"sninked",TRUE,32
"s6128",0.692307692307692,"Male","posttest","trinked","trank","sang","silly","increase",0.49,"trinked",TRUE,32
"s6128",0.692307692307692,"Male","posttest","brurned","brurnt","burnt","silly","increase",0.554,"brurned",TRUE,32
"s6128",0.692307692307692,"Male","posttest","kreened","krent","kept","silly","increase",0.683,"kreened",TRUE,32
"s6128",0.692307692307692,"Male","posttest","sneemed","snemt","kept","silly","increase",0.713,"sneemed",TRUE,32
"s6128",0.692307692307692,"Male","posttest","strimmed","stram","sang","silly","increase",0.619,"strimmed",TRUE,32
"s6128",0.692307692307692,"Male","posttest","chited","chote","drove","silly","increase",0.579,"chited",TRUE,32
"s6128",0.692307692307692,"Male","posttest","slurned","slurnt","burnt","silly","increase",0.698,"slurned",TRUE,32
"s6128",0.692307692307692,"Male","posttest","spinged","spang","sang","silly","increase",0.401,"spang",FALSE,32
"s6128",0.692307692307692,"Male","posttest","smimmed","smam","sang","silly","increase",0.579,"smimmed",TRUE,32
"s6128",0.692307692307692,"Male","posttest","chimmed","cham","sang","silly","increase",0.743,"chimmed",TRUE,32
"s6128",0.692307692307692,"Male","posttest","pringed","prang","sang","silly","increase",0.465,"pringed",TRUE,32
"s6128",0.692307692307692,"Male","posttest","prurned","prurnt","burnt","silly","increase",0.688,"prurned",TRUE,32
"s6128",0.692307692307692,"Male","posttest","squeeped","squept","kept","silly","increase",0.52,"squept",FALSE,32
"s6128",0.692307692307692,"Male","posttest","squided","squode","drove","silly","increase",0.406,"squode",FALSE,32
"s6132",0.153846153846154,"Female","posttest","skrilled","skrilt","burnt","silly","decrease",0.733,"skrilt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","jeemed","jemt","kept","silly","decrease",0.723,"jemt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","brived","brove","drove","silly","decrease",0.391,"brove",FALSE,38
"s6132",0.153846153846154,"Female","posttest","kreened","krent","kept","silly","decrease",0.683,"krent",FALSE,38
"s6132",0.153846153846154,"Female","posttest","gurned","gurnt","burnt","silly","decrease",0.708,"gurnt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","sninked","snank","sang","silly","decrease",0.421,"snank",FALSE,38
"s6132",0.153846153846154,"Female","posttest","brurned","brurnt","burnt","silly","decrease",0.554,"brurnt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","skeened","skent","kept","silly","decrease",0.688,"skent",FALSE,38
"s6132",0.153846153846154,"Female","posttest","neemed","nemt","kept","silly","decrease",0.658,"nemt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","theeped","thept","kept","silly","decrease",0.416,"thept",FALSE,38
"s6132",0.153846153846154,"Female","posttest","prurned","prurnt","burnt","silly","decrease",0.688,"prurned",TRUE,38
"s6132",0.153846153846154,"Female","posttest","twited","twote","drove","silly","decrease",0.446,"twote",FALSE,38
"s6132",0.153846153846154,"Female","posttest","swurned","swurnt","burnt","silly","decrease",0.723,"swurnt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","slurned","slurnt","burnt","silly","decrease",0.698,"slurnt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","klilled","klilt","burnt","silly","decrease",0.693,"klilt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","spinged","spang","sang","silly","decrease",0.401,"spang",FALSE,38
"s6132",0.153846153846154,"Female","posttest","skinged","skang","sang","silly","decrease",0.52,"skang",FALSE,38
"s6132",0.153846153846154,"Female","posttest","chited","chote","drove","silly","decrease",0.579,"chote",FALSE,38
"s6132",0.153846153846154,"Female","posttest","pringed","prang","sang","silly","decrease",0.465,"prang",FALSE,38
"s6132",0.153846153846154,"Female","posttest","squited","squote","drove","silly","decrease",0.505,"squote",FALSE,38
"s6132",0.153846153846154,"Female","posttest","shinged","shang","sang","silly","decrease",0.45,"shang",FALSE,38
"s6132",0.153846153846154,"Female","posttest","zited","zote","drove","silly","decrease",0.54,"zote",FALSE,38
"s6132",0.153846153846154,"Female","posttest","schmined","schmone","drove","silly","decrease",0.703,"schmone",FALSE,38
"s6132",0.153846153846154,"Female","posttest","jurned","jurnt","burnt","silly","decrease",0.718,"jurned",TRUE,38
"s6132",0.153846153846154,"Female","posttest","trinked","trank","sang","silly","decrease",0.49,"trank",FALSE,38
"s6132",0.153846153846154,"Female","posttest","sneemed","snemt","kept","silly","decrease",0.713,"snemt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","pleeled","plelt","kept","silly","decrease",0.574,"plelt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","shreeped","shrept","kept","silly","decrease",0.46,"shrept",FALSE,38
"s6132",0.153846153846154,"Female","posttest","vurned","vurnt","burnt","silly","decrease",0.668,"vurned",TRUE,38
"s6132",0.153846153846154,"Female","posttest","strited","strote","drove","silly","decrease",0.426,"strote",FALSE,38
"s6132",0.153846153846154,"Female","posttest","strimmed","stram","sang","silly","decrease",0.619,"stram",FALSE,38
"s6132",0.153846153846154,"Female","posttest","splided","splode","drove","silly","decrease",0.475,"splode",FALSE,38
"s6132",0.153846153846154,"Female","posttest","glilled","glilt","burnt","silly","decrease",0.673,"glilt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","glinked","glank","sang","silly","decrease",0.609,"glank",FALSE,38
"s6132",0.153846153846154,"Female","posttest","klited","klote","drove","silly","decrease",0.554,"klote",FALSE,38
"s6132",0.153846153846154,"Female","posttest","squeened","squent","kept","silly","decrease",0.629,"squent",FALSE,38
"s6132",0.153846153846154,"Female","posttest","slined","slone","drove","silly","decrease",0.614,"slone",FALSE,38
"s6132",0.153846153846154,"Female","posttest","kleemed","klemt","kept","silly","decrease",0.653,"klemt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","threlled","threlt","burnt","silly","decrease",0.653,"threlt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","thrimmed","thram","sang","silly","decrease",0.683,"thrimmed",TRUE,38
"s6132",0.153846153846154,"Female","posttest","vrilled","vrilt","burnt","silly","decrease",0.772,"vrilt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","chimmed","cham","sang","silly","decrease",0.743,"cham",FALSE,38
"s6132",0.153846153846154,"Female","posttest","swided","swode","drove","silly","decrease",0.356,"swode",FALSE,38
"s6132",0.153846153846154,"Female","posttest","squided","squode","drove","silly","decrease",0.406,"squode",FALSE,38
"s6132",0.153846153846154,"Female","posttest","smimmed","smam","sang","silly","decrease",0.579,"smam",FALSE,38
"s6132",0.153846153846154,"Female","posttest","dwimmed","dwam","sang","silly","decrease",0.515,"dwam",FALSE,38
"s6132",0.153846153846154,"Female","posttest","theeled","thelt","kept","silly","decrease",0.495,"thelt",FALSE,38
"s6132",0.153846153846154,"Female","posttest","breeped","brept","kept","silly","decrease",0.55,"brept",FALSE,38
"s6132",0.153846153846154,"Female","posttest","squeeped","squept","kept","silly","decrease",0.52,"squept",FALSE,38
"s6132",0.153846153846154,"Female","posttest","ninked","nank","sang","silly","decrease",0.647,"nank",FALSE,38
"s6132",0.153846153846154,"Female","posttest","pited","pote","drove","silly","decrease",0.629,"pote",FALSE,38
"s6132",0.153846153846154,"Female","posttest","blurned","blurnt","burnt","silly","decrease",0.639,"blurnt",FALSE,38
"s6134",0.442307692307692,"Female","posttest","ninked","nank","sang","silly","decrease",0.647,"nank",FALSE,61
"s6134",0.442307692307692,"Female","posttest","dwimmed","dwam","sang","silly","decrease",0.515,"dwam",FALSE,61
"s6134",0.442307692307692,"Female","posttest","gurned","gurnt","burnt","silly","decrease",0.708,"gurned",TRUE,61
"s6134",0.442307692307692,"Female","posttest","thrimmed","thram","sang","silly","decrease",0.683,"thram",FALSE,61
"s6134",0.442307692307692,"Female","posttest","slurned","slurnt","burnt","silly","decrease",0.698,"slurned",TRUE,61
"s6134",0.442307692307692,"Female","posttest","trinked","trank","sang","silly","decrease",0.49,"trank",FALSE,61
"s6134",0.442307692307692,"Female","posttest","jeemed","jemt","kept","silly","decrease",0.723,"jeemed",TRUE,61
"s6134",0.442307692307692,"Female","posttest","squeened","squent","kept","silly","decrease",0.629,"squeened",TRUE,61
"s6134",0.442307692307692,"Female","posttest","spinged","spang","sang","silly","decrease",0.401,"spang",FALSE,61
"s6134",0.442307692307692,"Female","posttest","shinged","shang","sang","silly","decrease",0.45,"shang",FALSE,61
"s6134",0.442307692307692,"Female","posttest","splided","splode","drove","silly","decrease",0.475,"splode",FALSE,61
"s6134",0.442307692307692,"Female","posttest","swided","swode","drove","silly","decrease",0.356,"swode",FALSE,61
"s6134",0.442307692307692,"Female","posttest","klited","klote","drove","silly","decrease",0.554,"klote",FALSE,61
"s6134",0.442307692307692,"Female","posttest","brurned","brurnt","burnt","silly","decrease",0.554,"brurnt",FALSE,61
"s6134",0.442307692307692,"Female","posttest","vrilled","vrilt","burnt","silly","decrease",0.772,"vrilled",TRUE,61
"s6134",0.442307692307692,"Female","posttest","strited","strote","drove","silly","decrease",0.426,"strote",FALSE,61
"s6134",0.442307692307692,"Female","posttest","prurned","prurnt","burnt","silly","decrease",0.688,"prurned",TRUE,61
"s6134",0.442307692307692,"Female","posttest","skeened","skent","kept","silly","decrease",0.688,"skeened",TRUE,61
"s6134",0.442307692307692,"Female","posttest","smimmed","smam","sang","silly","decrease",0.579,"smam",FALSE,61
"s6134",0.442307692307692,"Female","posttest","neemed","nemt","kept","silly","decrease",0.658,"neemed",TRUE,61
"s6134",0.442307692307692,"Female","posttest","threlled","threlt","burnt","silly","decrease",0.653,"threlled",TRUE,61
"s6134",0.442307692307692,"Female","posttest","breeped","brept","kept","silly","decrease",0.55,"brept",FALSE,61
"s6134",0.442307692307692,"Female","posttest","schmined","schmone","drove","silly","decrease",0.703,"schmined",TRUE,61
"s6134",0.442307692307692,"Female","posttest","chited","chote","drove","silly","decrease",0.579,"chote",FALSE,61
"s6134",0.442307692307692,"Female","posttest","klilled","klilt","burnt","silly","decrease",0.693,"klilled",TRUE,61
"s6134",0.442307692307692,"Female","posttest","swurned","swurnt","burnt","silly","decrease",0.723,"swurned",TRUE,61
"s6134",0.442307692307692,"Female","posttest","brived","brove","drove","silly","decrease",0.391,"brove",FALSE,61
"s6134",0.442307692307692,"Female","posttest","sneemed","snemt","kept","silly","decrease",0.713,"sneemed",TRUE,61
"s6134",0.442307692307692,"Female","posttest","kreened","krent","kept","silly","decrease",0.683,"kreened",TRUE,61
"s6134",0.442307692307692,"Female","posttest","glinked","glank","sang","silly","decrease",0.609,"glank",FALSE,61
"s6134",0.442307692307692,"Female","posttest","chimmed","cham","sang","silly","decrease",0.743,"cham",FALSE,61
"s6134",0.442307692307692,"Female","posttest","skinged","skang","sang","silly","decrease",0.52,"skang",FALSE,61
"s6134",0.442307692307692,"Female","posttest","zited","zote","drove","silly","decrease",0.54,"zote",FALSE,61
"s6134",0.442307692307692,"Female","posttest","pited","pote","drove","silly","decrease",0.629,"pote",FALSE,61
"s6134",0.442307692307692,"Female","posttest","theeped","thept","kept","silly","decrease",0.416,"thept",FALSE,61
"s6134",0.442307692307692,"Female","posttest","squeeped","squept","kept","silly","decrease",0.52,"squept",FALSE,61
"s6134",0.442307692307692,"Female","posttest","slined","slone","drove","silly","decrease",0.614,"slone",FALSE,61
"s6134",0.442307692307692,"Female","posttest","pleeled","plelt","kept","silly","decrease",0.574,"pleeled",TRUE,61
"s6134",0.442307692307692,"Female","posttest","kleemed","klemt","kept","silly","decrease",0.653,"kleemed",TRUE,61
"s6134",0.442307692307692,"Female","posttest","blurned","blurnt","burnt","silly","decrease",0.639,"blurned",TRUE,61
"s6134",0.442307692307692,"Female","posttest","skrilled","skrilt","burnt","silly","decrease",0.733,"skrilled",TRUE,61
"s6134",0.442307692307692,"Female","posttest","shreeped","shrept","kept","silly","decrease",0.46,"shrept",FALSE,61
"s6134",0.442307692307692,"Female","posttest","theeled","thelt","kept","silly","decrease",0.495,"thelt",FALSE,61
"s6134",0.442307692307692,"Female","posttest","sninked","snank","sang","silly","decrease",0.421,"snank",FALSE,61
"s6134",0.442307692307692,"Female","posttest","glilled","glilt","burnt","silly","decrease",0.673,"glilled",TRUE,61
"s6134",0.442307692307692,"Female","posttest","pringed","prang","sang","silly","decrease",0.465,"prang",FALSE,61
"s6134",0.442307692307692,"Female","posttest","vurned","vurnt","burnt","silly","decrease",0.668,"vurned",TRUE,61
"s6134",0.442307692307692,"Female","posttest","jurned","jurnt","burnt","silly","decrease",0.718,"jurned",TRUE,61
"s6134",0.442307692307692,"Female","posttest","squited","squote","drove","silly","decrease",0.505,"squote",FALSE,61
"s6134",0.442307692307692,"Female","posttest","squided","squode","drove","silly","decrease",0.406,"squode",FALSE,61
"s6134",0.442307692307692,"Female","posttest","strimmed","stram","sang","silly","decrease",0.619,"stram",FALSE,61
"s6134",0.442307692307692,"Female","posttest","twited","twote","drove","silly","decrease",0.446,"twote",FALSE,61
"s6182",0.153846153846154,"Female","posttest","zimmed","zam","sang","silly","decrease",0.733,"zam",FALSE,40
"s6182",0.153846153846154,"Female","posttest","drurned","drurnt","burnt","silly","decrease",0.748,"drurnt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","yided","yode","drove","silly","decrease",0.401,"yode",FALSE,40
"s6182",0.153846153846154,"Female","posttest","smilled","smilt","burnt","silly","decrease",0.668,"smilt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","thringed","thrang","sang","silly","decrease",0.411,"thrang",FALSE,40
"s6182",0.153846153846154,"Female","posttest","gringed","grang","sang","silly","decrease",0.515,"grang",FALSE,40
"s6182",0.153846153846154,"Female","posttest","cheened","chent","kept","silly","decrease",0.743,"chent",FALSE,40
"s6182",0.153846153846154,"Female","posttest","splinked","splank","sang","silly","decrease",0.49,"splank",FALSE,40
"s6182",0.153846153846154,"Female","posttest","jined","jone","drove","silly","decrease",0.658,"jone",FALSE,40
"s6182",0.153846153846154,"Female","posttest","zeeped","zept","kept","silly","decrease",0.441,"zept",FALSE,40
"s6182",0.153846153846154,"Female","posttest","lelled","lelt","burnt","silly","decrease",0.668,"lelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","jinked","jank","sang","silly","decrease",0.614,"jank",FALSE,40
"s6182",0.153846153846154,"Female","posttest","sweeled","swelt","kept","silly","decrease",0.475,"swelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","trelled","trelt","burnt","silly","decrease",0.678,"trelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","quinked","quank","sang","silly","decrease",0.569,"quank",FALSE,40
"s6182",0.153846153846154,"Female","posttest","shringed","shrang","sang","silly","decrease",0.46,"shrang",FALSE,40
"s6182",0.153846153846154,"Female","posttest","geeved","gove","drove","silly","decrease",0.599,"gove",FALSE,40
"s6182",0.153846153846154,"Female","posttest","thrided","throde","drove","silly","decrease",0.376,"throde",FALSE,40
"s6182",0.153846153846154,"Female","posttest","thurned","thurnt","burnt","silly","decrease",0.693,"thurnt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","quided","quode","drove","silly","decrease",0.47,"quode",FALSE,40
"s6182",0.153846153846154,"Female","posttest","blided","blode","drove","silly","decrease",0.515,"blode",FALSE,40
"s6182",0.153846153846154,"Female","posttest","rurned","rurnt","burnt","silly","decrease",0.731,"rurnt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","stelled","stelt","burnt","silly","decrease",0.644,"stelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","sneeped","snept","kept","silly","decrease",0.431,"snept",FALSE,40
"s6182",0.153846153846154,"Female","posttest","streeled","strelt","kept","silly","decrease",0.51,"strelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","plined","plone","drove","silly","decrease",0.713,"plone",FALSE,40
"s6182",0.153846153846154,"Female","posttest","dwinked","dwank","sang","silly","decrease",0.431,"dwank",FALSE,40
"s6182",0.153846153846154,"Female","posttest","cheeled","chelt","kept","silly","decrease",0.545,"chelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","feemed","femt","kept","silly","decrease",0.673,"femt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","sninged","snang","sang","silly","decrease",0.455,"snang",FALSE,40
"s6182",0.153846153846154,"Female","posttest","hurned","hurnt","burnt","silly","decrease",0.713,"hurnt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","glinged","glang","sang","silly","decrease",0.584,"glang",FALSE,40
"s6182",0.153846153846154,"Female","posttest","trined","trone","drove","silly","decrease",0.614,"trone",FALSE,40
"s6182",0.153846153846154,"Female","posttest","sprelled","sprelt","burnt","silly","decrease",0.629,"sprelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","strilled","strilt","burnt","silly","decrease",0.772,"strilt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","sneened","snent","kept","silly","decrease",0.698,"snent",FALSE,40
"s6182",0.153846153846154,"Female","posttest","yilled","yilt","burnt","silly","decrease",0.718,"yilt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","zeemed","zemt","kept","silly","decrease",0.663,"zemt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","splurned","splurnt","burnt","silly","decrease",0.703,"splurnt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","dreened","drent","kept","silly","decrease",0.634,"drent",FALSE,40
"s6182",0.153846153846154,"Female","posttest","frimmed","fram","sang","silly","decrease",0.708,"fram",FALSE,40
"s6182",0.153846153846154,"Female","posttest","twimmed","twam","sang","silly","decrease",0.54,"twam",FALSE,40
"s6182",0.153846153846154,"Female","posttest","greeled","grelt","kept","silly","decrease",0.562,"grelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","minged","mang","sang","silly","decrease",0.639,"mang",FALSE,40
"s6182",0.153846153846154,"Female","posttest","geemed","gemt","kept","silly","decrease",0.693,"gemt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","vrited","vrote","drove","silly","decrease",0.366,"vrote",FALSE,40
"s6182",0.153846153846154,"Female","posttest","schmeemed","schmemt","kept","silly","decrease",0.649,"schmemt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","strined","strone","drove","silly","decrease",0.559,"strone",FALSE,40
"s6182",0.153846153846154,"Female","posttest","splived","splove","drove","silly","decrease",0.421,"splove",FALSE,40
"s6182",0.153846153846154,"Female","posttest","twelled","twelt","burnt","silly","decrease",0.559,"twelt",FALSE,40
"s6182",0.153846153846154,"Female","posttest","slived","slove","drove","silly","decrease",0.49,"slived",TRUE,40
"s6182",0.153846153846154,"Female","posttest","schmited","schmote","drove","silly","decrease",0.45,"schmote",FALSE,40
"s6183",0.557692307692308,"Male","posttest","sprided","sprode","drove","silly","increase",0.347,"sprode",FALSE,23
"s6183",0.557692307692308,"Male","posttest","fimmed","fam","sang","silly","increase",0.772,"fimmed",TRUE,23
"s6183",0.557692307692308,"Male","posttest","skeeped","skept","kept","silly","increase",0.485,"skept",FALSE,23
"s6183",0.557692307692308,"Male","posttest","fleeled","flelt","kept","silly","increase",0.525,"fleeled",TRUE,23
"s6183",0.557692307692308,"Male","posttest","spreemed","spremt","kept","silly","increase",0.639,"spremt",FALSE,23
"s6183",0.557692307692308,"Male","posttest","dreeped","drept","kept","silly","increase",0.441,"drept",FALSE,23
"s6183",0.557692307692308,"Male","posttest","glined","glone","drove","silly","increase",0.619,"glined",TRUE,23
"s6183",0.557692307692308,"Male","posttest","vrinked","vrank","sang","silly","increase",0.515,"vrank",FALSE,23
"s6183",0.557692307692308,"Male","posttest","preemed","premt","kept","silly","increase",0.678,"preemed",TRUE,23
"s6183",0.557692307692308,"Male","posttest","neened","nent","kept","silly","increase",0.663,"neened",TRUE,23
"s6183",0.557692307692308,"Male","posttest","swited","swote","drove","silly","increase",0.46,"swited",TRUE,23
"s6183",0.557692307692308,"Male","posttest","vinked","vank","sang","silly","increase",0.624,"vinked",TRUE,23
"s6183",0.557692307692308,"Male","posttest","klided","klode","drove","silly","increase",0.495,"klided",TRUE,23
"s6183",0.557692307692308,"Male","posttest","prilled","prilt","burnt","silly","increase",0.713,"prilled",TRUE,23
"s6183",0.557692307692308,"Male","posttest","murned","murnt","burnt","silly","increase",0.723,"murned",TRUE,23
"s6183",0.557692307692308,"Male","posttest","slilled","slilt","burnt","silly","increase",0.693,"slilled",TRUE,23
"s6183",0.557692307692308,"Male","posttest","skrurned","skrurnt","burnt","silly","increase",0.668,"skrurned",TRUE,23
"s6183",0.557692307692308,"Male","posttest","greemed","gremt","kept","silly","increase",0.629,"greemed",TRUE,23
"s6183",0.557692307692308,"Male","posttest","surned","surnt","burnt","silly","increase",0.698,"surned",TRUE,23
"s6183",0.557692307692308,"Male","posttest","fided","fode","drove","silly","increase",0.485,"fode",FALSE,23
"s6183",0.557692307692308,"Male","posttest","schmimmed","schmam","sang","silly","increase",0.634,"schmimmed",TRUE,23
"s6183",0.557692307692308,"Male","posttest","trurned","trurnt","burnt","silly","increase",0.718,"trurned",TRUE,23
"s6183",0.557692307692308,"Male","posttest","snined","snone","drove","silly","increase",0.644,"snined",TRUE,23
"s6183",0.557692307692308,"Male","posttest","beeved","bove","drove","silly","increase",0.574,"beeved",TRUE,23
"s6183",0.557692307692308,"Male","posttest","streened","strent","kept","silly","increase",0.718,"streened",TRUE,23
"s6183",0.557692307692308,"Male","posttest","skelled","skelt","burnt","silly","increase",0.584,"skelled",TRUE,23
"s6183",0.557692307692308,"Male","posttest","drelled","drelt","burnt","silly","increase",0.653,"drelled",TRUE,23
"s6183",0.557692307692308,"Male","posttest","splinged","splang","sang","silly","increase",0.401,"splang",FALSE,23
"s6183",0.557692307692308,"Male","posttest","gimmed","gam","sang","silly","increase",0.728,"gimmed",TRUE,23
"s6183",0.557692307692308,"Male","posttest","dwilled","dwilt","burnt","silly","increase",0.673,"dwilled",TRUE,23
"s6183",0.557692307692308,"Male","posttest","zelled","zelt","burnt","silly","increase",0.639,"zelled",TRUE,23
"s6183",0.557692307692308,"Male","posttest","kleeled","klelt","kept","silly","increase",0.554,"klelt",FALSE,23
"s6183",0.557692307692308,"Male","posttest","skrinked","skrank","sang","silly","increase",0.45,"skrank",FALSE,23
"s6183",0.557692307692308,"Male","posttest","skurned","skurnt","burnt","silly","increase",0.733,"skurnt",FALSE,23
"s6183",0.557692307692308,"Male","posttest","sprurned","sprurnt","burnt","silly","increase",0.688,"sprurned",TRUE,23
"s6183",0.557692307692308,"Male","posttest","dwided","dwode","drove","silly","increase",0.416,"dwided",TRUE,23
"s6183",0.557692307692308,"Male","posttest","shrided","shrode","drove","silly","increase",0.376,"shrided",TRUE,23
"s6183",0.557692307692308,"Male","posttest","quinged","quang","sang","silly","increase",0.53,"quang",FALSE,23
"s6183",0.557692307692308,"Male","posttest","shreened","shrent","kept","silly","increase",0.693,"shreened",TRUE,23
"s6183",0.557692307692308,"Male","posttest","sleeled","slelt","kept","silly","increase",0.55,"slelt",FALSE,23
"s6183",0.557692307692308,"Male","posttest","thided","thode","drove","silly","increase",0.436,"thode",FALSE,23
"s6183",0.557692307692308,"Male","posttest","dweeped","dwept","kept","silly","increase",0.426,"dweeped",TRUE,23
"s6183",0.557692307692308,"Male","posttest","grinked","grank","sang","silly","increase",0.47,"grinked",TRUE,23
"s6183",0.557692307692308,"Male","posttest","twinked","twank","sang","silly","increase",0.594,"twinked",TRUE,23
"s6183",0.557692307692308,"Male","posttest","snurned","snurnt","burnt","silly","increase",0.757,"snurned",TRUE,23
"s6183",0.557692307692308,"Male","posttest","dwinged","dwang","sang","silly","increase",0.485,"dwinged",TRUE,23
"s6183",0.557692307692308,"Male","posttest","cheemed","chemt","kept","silly","increase",0.733,"cheemed",TRUE,23
"s6183",0.557692307692308,"Male","posttest","skrined","skrone","drove","silly","increase",0.599,"skrined",TRUE,23
"s6183",0.557692307692308,"Male","posttest","squined","squone","drove","silly","increase",0.678,"squined",TRUE,23
"s6183",0.557692307692308,"Male","posttest","snited","snote","drove","silly","increase",0.53,"snited",TRUE,23
"s6183",0.557692307692308,"Male","posttest","strinked","strank","sang","silly","increase",0.416,"strinked",TRUE,23
"s6183",0.557692307692308,"Male","posttest","sminked","smank","sang","silly","increase",0.579,"sminked",TRUE,23
"s6184",0.442307692307692,"Male","posttest","twinked","twank","sang","silly","decrease",0.594,"twinked",TRUE,66
"s6184",0.442307692307692,"Male","posttest","fimmed","fam","sang","silly","decrease",0.772,"fam",FALSE,66
"s6184",0.442307692307692,"Male","posttest","fided","fode","drove","silly","decrease",0.485,"fided",TRUE,66
"s6184",0.442307692307692,"Male","posttest","streened","strent","kept","silly","decrease",0.718,"streened",TRUE,66
"s6184",0.442307692307692,"Male","posttest","slilled","slilt","burnt","silly","decrease",0.693,"slilled",TRUE,66
"s6184",0.442307692307692,"Male","posttest","greemed","gremt","kept","silly","decrease",0.629,"greemed",TRUE,66
"s6184",0.442307692307692,"Male","posttest","snurned","snurnt","burnt","silly","decrease",0.757,"snurned",TRUE,66
"s6184",0.442307692307692,"Male","posttest","vinked","vank","sang","silly","decrease",0.624,"vank",FALSE,66
"s6184",0.442307692307692,"Male","posttest","skelled","skelt","burnt","silly","decrease",0.584,"skelt",FALSE,66
"s6184",0.442307692307692,"Male","posttest","neened","nent","kept","silly","decrease",0.663,"neened",TRUE,66
"s6184",0.442307692307692,"Male","posttest","sprided","sprode","drove","silly","decrease",0.347,"sprode",FALSE,66
"s6184",0.442307692307692,"Male","posttest","thided","thode","drove","silly","decrease",0.436,"thode",FALSE,66
"s6184",0.442307692307692,"Male","posttest","klided","klode","drove","silly","decrease",0.495,"klode",FALSE,66
"s6184",0.442307692307692,"Male","posttest","shrided","shrode","drove","silly","decrease",0.376,"shrode",FALSE,66
"s6184",0.442307692307692,"Male","posttest","cheemed","chemt","kept","silly","decrease",0.733,"cheemed",TRUE,66
"s6184",0.442307692307692,"Male","posttest","dwinged","dwang","sang","silly","decrease",0.485,"dwinged",TRUE,66
"s6184",0.442307692307692,"Male","posttest","snined","snone","drove","silly","decrease",0.644,"snined",TRUE,66
"s6184",0.442307692307692,"Male","posttest","dreeped","drept","kept","silly","decrease",0.441,"drept",FALSE,66
"s6184",0.442307692307692,"Male","posttest","schmimmed","schmam","sang","silly","decrease",0.634,"schmam",FALSE,66
"s6184",0.442307692307692,"Male","posttest","dwided","dwode","drove","silly","decrease",0.416,"dwode",FALSE,66
"s6184",0.442307692307692,"Male","posttest","glined","glone","drove","silly","decrease",0.619,"glined",TRUE,66
"s6184",0.442307692307692,"Male","posttest","skrurned","skrurnt","burnt","silly","decrease",0.668,"skrurned",TRUE,66
"s6184",0.442307692307692,"Male","posttest","dweeped","dwept","kept","silly","decrease",0.426,"dwept",FALSE,66
"s6184",0.442307692307692,"Male","posttest","sleeled","slelt","kept","silly","decrease",0.55,"slelt",FALSE,66
"s6184",0.442307692307692,"Male","posttest","gimmed","gam","sang","silly","decrease",0.728,"gimmed",TRUE,66
"s6184",0.442307692307692,"Male","posttest","drelled","drelt","burnt","silly","decrease",0.653,"drelled",TRUE,66
"s6184",0.442307692307692,"Male","posttest","shreened","shrent","kept","silly","decrease",0.693,"shreened",TRUE,66
"s6184",0.442307692307692,"Male","posttest","beeved","bove","drove","silly","decrease",0.574,"bove",FALSE,66
"s6184",0.442307692307692,"Male","posttest","skrined","skrone","drove","silly","decrease",0.599,"skrone",FALSE,66
"s6184",0.442307692307692,"Male","posttest","skurned","skurnt","burnt","silly","decrease",0.733,"skurned",TRUE,66
"s6184",0.442307692307692,"Male","posttest","skrinked","skrank","sang","silly","decrease",0.45,"skrank",FALSE,66
"s6184",0.442307692307692,"Male","posttest","sprurned","sprurnt","burnt","silly","decrease",0.688,"sprurned",TRUE,66
"s6184",0.442307692307692,"Male","posttest","preemed","premt","kept","silly","decrease",0.678,"preemed",TRUE,66
