"participant","gender","yearOfBirth","age","phase","category","sensibility","partnerRegCondition","item.reg.mean","strong.past","weak.past","response","regular"
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.653,"klemt","kleemed","kleemed",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.693,"klilt","klilled","klilled",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.579,"chote","chited","chited",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.688,"prurnt","prurned","prurned",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.416,"thept","theeped","theeped",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.723,"jemt","jeemed","jeemed",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.406,"squode","squided","squided",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.52,"squept","squeeped","squeeped",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.713,"snemt","sneemed","sneemed",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.475,"splode","splided","splided",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.505,"squote","squited","squited",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.49,"trank","trinked","trinked",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.624,"vank","vinked","vinked",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.55,"brept","breeped","breeped",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.733,"skurnt","skurned","skurned",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.55,"slelt","sleeled","sleeled",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.599,"skrone","skrined","skrone",FALSE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.663,"nent","neened","neened",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.668,"vurnt","vurned","vurned",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.401,"spang","spinged","spinged",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.52,"skang","skinged","skinged",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.426,"strote","strited","strited",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.673,"dwilt","dwilled","dwilled",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.703,"schmone","schmined","schmined",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.619,"stram","strimmed","strimmed",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.688,"sprurnt","sprurned","sprurned",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.515,"dwam","dwimmed","dwimmed",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.688,"skent","skeened","skeened",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.495,"klode","klided","klode",FALSE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.465,"prang","pringed","pringed",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.653,"threlt","threlled","threlled",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.485,"dwang","dwinged","dwinged",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.757,"snurnt","snurned","snurned",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.683,"krent","kreened","kreened",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.678,"squone","squined","squined",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.718,"jurnt","jurned","jurned",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.673,"glilt","glilled","glilled",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.46,"shrept","shreeped","shreeped",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.743,"cham","chimmed","chimmed",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.772,"vrilt","vrilled","vrilled",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.446,"twote","twited","twited",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.554,"klote","klited","klited",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.347,"sprode","sprided","sprode",FALSE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.391,"brove","brived","brived",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.436,"thode","thided","thode",FALSE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.693,"shrent","shreened","shreened",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.574,"bove","beeved","bove",FALSE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.515,"vrank","vrinked","vrinked",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.376,"shrode","shrided","shrode",FALSE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.653,"drelt","drelled","drelled",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.614,"slone","slined","slined",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.723,"swurnt","swurned","swurned",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.733,"chemt","cheemed","cheemed",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.416,"strank","strinked","strank",FALSE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.708,"gurnt","gurned","gurned",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.554,"brurnt","brurned","brurned",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.718,"trurnt","trurned","trurned",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.53,"quang","quinged","quinged",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.634,"schmam","schmimmed","schmimmed",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.683,"thram","thrimmed","thrimmed",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.45,"shang","shinged","shinged",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.579,"smam","smimmed","smimmed",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.421,"snank","sninked","sninked",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.619,"glone","glined","glined",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.54,"zote","zited","zited",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.713,"prilt","prilled","prilled",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.639,"blurnt","blurned","blurned",TRUE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.698,"slurnt","slurned","slurned",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.53,"snote","snited","snited",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.718,"strent","streened","streened",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.579,"smank","sminked","sminked",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.416,"dwode","dwided","dwode",FALSE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.772,"fam","fimmed","fimmed",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.629,"pote","pited","pited",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.584,"skelt","skelled","skelt",FALSE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.401,"splang","splinged","splang",FALSE
"s6537","Female",1988,27,"posttest","burnt","silly","increase",0.733,"skrilt","skrilled","skrilled",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.644,"snone","snined","snone",FALSE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.629,"gremt","greemed","greemed",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.485,"skept","skeeped","skept",FALSE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.609,"glank","glinked","glinked",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.45,"skrank","skrinked","skrinked",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.574,"plelt","pleeled","pleeled",TRUE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.658,"nemt","neemed","neemed",TRUE
"s6537","Female",1988,27,"posttest","drove","silly","increase",0.356,"swode","swided","swided",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.693,"slilt","slilled","slilled",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.668,"skrurnt","skrurned","skrurnt",FALSE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.629,"squent","squeened","squeened",TRUE
"s6537","Female",1988,27,"posttest","sang","silly","increase",0.647,"nank","ninked","ninked",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.47,"grank","grinked","grank",FALSE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.639,"zelt","zelled","zelled",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.554,"klelt","kleeled","klelt",FALSE
"s6537","Female",1988,27,"posttest","kept","silly","increase",0.495,"thelt","theeled","theeled",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.728,"gam","gimmed","gimmed",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.441,"drept","dreeped","drept",FALSE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.639,"spremt","spreemed","spreemed",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.678,"premt","preemed","preemed",TRUE
"s6537","Female",1988,27,"pretest","sang","silly","increase",0.594,"twank","twinked","twinked",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.723,"murnt","murned","murned",TRUE
"s6537","Female",1988,27,"pretest","kept","silly","increase",0.525,"flelt","fleeled","flelt",FALSE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.485,"fode","fided","fided",TRUE
"s6537","Female",1988,27,"pretest","burnt","silly","increase",0.698,"surnt","surned","surned",TRUE
"s6537","Female",1988,27,"pretest","drove","silly","increase",0.46,"swote","swited","swote",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.584,"glang","glinged","glang",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.733,"zam","zimmed","zam",FALSE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.629,"sprelt","sprelled","sprelled",TRUE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.376,"throde","thrided","thrided",TRUE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.515,"grang","gringed","grang",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.465,"prang","pringed","prang",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.673,"glilt","glilled","glilt",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.708,"fram","frimmed","frimmed",TRUE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.475,"swelt","sweeled","sweeled",TRUE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.562,"grelt","greeled","greeled",TRUE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.748,"drurnt","drurned","drurnt",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.515,"dwam","dwimmed","dwam",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.421,"splove","splived","splove",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.579,"chote","chited","chote",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.54,"twam","twimmed","twam",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.599,"gove","geeved","gove",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.401,"spang","spinged","spinged",TRUE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.431,"snept","sneeped","sneeped",TRUE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.663,"zemt","zeemed","zeemed",TRUE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.49,"splank","splinked","splank",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.391,"brove","brived","brove",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.455,"snang","sninged","snang",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.574,"plelt","pleeled","plelt",FALSE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.673,"femt","feemed","femt",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.401,"yode","yided","yided",TRUE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.718,"jurnt","jurned","jurned",TRUE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.678,"trelt","trelled","trelled",TRUE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.668,"lelt","lelled","lelt",FALSE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.634,"drent","dreened","drent",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.614,"slone","slined","slined",TRUE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.668,"vurnt","vurned","vurned",TRUE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.653,"threlt","threlled","threlled",TRUE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.52,"squept","squeeped","squept",FALSE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.644,"stelt","stelled","stelt",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.406,"squode","squided","squode",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.55,"brept","breeped","brept",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.733,"skrilt","skrilled","skrilled",TRUE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.515,"blode","blided","blode",FALSE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.441,"zept","zeeped","zept",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.366,"vrote","vrited","vrote",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.554,"brurnt","brurned","brurned",TRUE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.49,"trank","trinked","trank",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.683,"thram","thrimmed","thram",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.619,"stram","strimmed","stram",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.723,"swurnt","swurned","swurned",TRUE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.446,"twote","twited","twote",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.629,"pote","pited","pote",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.47,"quode","quided","quided",TRUE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.614,"jank","jinked","jinked",TRUE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.693,"klilt","klilled","klilt",FALSE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.743,"chent","cheened","chent",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.416,"thept","theeped","thept",FALSE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.772,"strilt","strilled","strilt",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.639,"mang","minged","mang",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.698,"slurnt","slurned","slurnt",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.688,"prurnt","prurned","prurnt",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.356,"swode","swided","swode",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.559,"strone","strined","strined",TRUE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.647,"nank","ninked","ninked",TRUE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.713,"plone","plined","plined",TRUE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.554,"klote","klited","klote",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.614,"trone","trined","trined",TRUE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.772,"vrilt","vrilled","vrilt",FALSE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.649,"schmemt","schmeemed","schmemt",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.713,"snemt","sneemed","snemt",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.426,"strote","strited","strote",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.723,"jemt","jeemed","jemt",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.703,"schmone","schmined","schmone",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.45,"shang","shinged","shang",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.569,"quank","quinked","quinked",TRUE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.579,"smam","smimmed","smimmed",TRUE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.693,"gemt","geemed","gemt",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.653,"klemt","kleemed","klemt",FALSE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.718,"yilt","yilled","yilled",TRUE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.658,"nemt","neemed","neemed",TRUE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.51,"strelt","streeled","streeled",TRUE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.421,"snank","sninked","sninked",TRUE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.688,"skent","skeened","skent",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.495,"thelt","theeled","thelt",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.475,"splode","splided","splode",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.683,"krent","kreened","kreened",TRUE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.49,"slove","slived","slove",FALSE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.505,"squote","squited","squited",TRUE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.46,"shrept","shreeped","shrept",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.411,"thrang","thringed","thrang",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.708,"gurnt","gurned","gurned",TRUE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.668,"smilt","smilled","smilt",FALSE
"s6538","Male",1994,21,"pretest","kept","sensible","increase",0.629,"squent","squeened","squent",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.45,"schmote","schmited","schmote",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.46,"shrang","shringed","shrang",FALSE
"s6538","Male",1994,21,"pretest","burnt","sensible","increase",0.639,"blurnt","blurned","blurnt",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.743,"cham","chimmed","chimmed",TRUE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.703,"splurnt","splurned","splurned",TRUE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.698,"snent","sneened","sneened",TRUE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.693,"thurnt","thurned","thurnt",FALSE
"s6538","Male",1994,21,"posttest","drove","sensible","increase",0.658,"jone","jined","jone",FALSE
"s6538","Male",1994,21,"posttest","sang","sensible","increase",0.431,"dwank","dwinked","dwinked",TRUE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.559,"twelt","twelled","twelt",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.52,"skang","skinged","skang",FALSE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.731,"rurnt","rurned","rurnt",FALSE
"s6538","Male",1994,21,"posttest","burnt","sensible","increase",0.713,"hurnt","hurned","hurned",TRUE
"s6538","Male",1994,21,"pretest","drove","sensible","increase",0.54,"zote","zited","zote",FALSE
"s6538","Male",1994,21,"posttest","kept","sensible","increase",0.545,"chelt","cheeled","chelt",FALSE
"s6538","Male",1994,21,"pretest","sang","sensible","increase",0.609,"glank","glinked","glank",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.718,"strent","streened","streened",TRUE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.594,"twank","twinked","twank",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.653,"drelt","drelled","drelled",TRUE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.436,"thode","thided","thode",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.45,"skrank","skrinked","skrank",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.733,"chemt","cheemed","chemt",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.55,"slelt","sleeled","slelt",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.347,"sprode","sprided","sprode",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.53,"snote","snited","snote",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.599,"skrone","skrined","skrone",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.728,"gam","gimmed","gam",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.485,"skept","skeeped","skept",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.678,"premt","preemed","premt",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.629,"gremt","greemed","gremt",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.757,"snurnt","snurned","snurned",TRUE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.663,"nent","neened","neened",TRUE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.733,"skurnt","skurned","skurnt",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.688,"sprurnt","sprurned","sprurnt",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.644,"snone","snined","snone",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.619,"glone","glined","glone",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.46,"swote","swited","swote",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.416,"strank","strinked","strank",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.723,"murnt","murned","murned",TRUE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.579,"smank","sminked","smank",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.485,"fode","fided","fided",TRUE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.693,"shrent","shreened","shreened",TRUE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.673,"dwilt","dwilled","dwilled",TRUE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.698,"surnt","surned","surnt",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.668,"skrurnt","skrurned","skrurned",TRUE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.515,"vrank","vrinked","vrank",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.485,"dwang","dwinged","dwang",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.693,"slilt","slilled","slilt",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.495,"klode","klided","klode",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.584,"skelt","skelled","skelt",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.401,"splang","splinged","splang",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.441,"drept","dreeped","dreeped",TRUE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.47,"grank","grinked","grank",FALSE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.639,"zelt","zelled","zelled",TRUE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.713,"prilt","prilled","prilled",TRUE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.678,"squone","squined","squined",TRUE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.525,"flelt","fleeled","flelt",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.574,"bove","beeved","bove",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.416,"dwode","dwided","dwode",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.634,"schmam","schmimmed","schmimmed",TRUE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.624,"vank","vinked","vank",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.554,"klelt","kleeled","kleeled",TRUE
"s6542","Male",1992,23,"pretest","burnt","sensible","increase",0.718,"trurnt","trurned","trurnt",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.426,"dwept","dweeped","dwept",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.772,"fam","fimmed","fam",FALSE
"s6542","Male",1992,23,"pretest","drove","sensible","increase",0.376,"shrode","shrided","shrode",FALSE
"s6542","Male",1992,23,"pretest","sang","sensible","increase",0.53,"quang","quinged","quang",FALSE
"s6542","Male",1992,23,"pretest","kept","sensible","increase",0.639,"spremt","spreemed","spremt",FALSE
"s6542","Male",1992,23,"posttest","kept","sensible","increase",0.495,"thelt","theeled","thelt",FALSE
"s6542","Male",1992,23,"posttest","drove","sensible","increase",0.54,"zote","zited","zote",FALSE
"s6542","Male",1992,23,"posttest","sang","sensible","increase",0.52,"skang","skinged","skang",FALSE
"s6542","Male",1992,23,"posttest","drove","sensible","increase",0.446,"twote","twited","twote",FALSE
"s6542","Male",1992,23,"posttest","sang","sensible","increase",0.579,"smam","smimmed","smimmed",TRUE
"s6542","Male",1992,23,"posttest","drove","sensible","increase",0.406,"squode","squided","squode",FALSE
"s6542","Male",1992,23,"posttest","burnt","sensible","increase",0.693,"klilt","klilled","klilt",FALSE
"s6542","Male",1992,23,"posttest","drove","sensible","increase",0.426,"strote","strited","strote",FALSE
"s6542","Male",1992,23,"posttest","kept","sensible","increase",0.658,"nemt","neemed","nemt",FALSE
"s6542","Male",1992,23,"posttest","kept","sensible","increase",0.683,"krent","kreened","kreened",TRUE
"s6542","Male",1992,23,"posttest","drove","sensible","increase",0.505,"squote","squited","squote",FALSE
"s6542","Male",1992,23,"posttest","kept","sensible","increase",0.52,"squept","squeeped","squept",FALSE
"s6542","Male",1992,23,"posttest","kept","sensible","increase",0.688,"skent","skeened","skeened",TRUE
"s6542","Male",1992,23,"posttest","kept","sensible","increase",0.55,"brept","breeped","brept",FALSE
"s6542","Male",1992,23,"posttest","sang","sensible","increase",0.45,"shang","shinged","shang",FALSE
"s6542","Male",1992,23,"posttest","burnt","sensible","increase",0.554,"brurnt","brurned","brurnt",FALSE
"s6542","Male",1992,23,"posttest","burnt","sensible","increase",0.708,"gurnt","gurned","gurnt",FALSE
"s6542","Male",1992,23,"posttest","sang","sensible","increase",0.465,"prang","pringed","pringed",TRUE
"s6542","Male",1992,23,"posttest","drove","sensible","increase",0.579,"chote","chited","chote",FALSE
"s6542","Male",1992,23,"posttest","drove","sensible","increase",0.356,"swode","swided","swode",FALSE
"s6542","Male",1992,23,"posttest","burnt","sensible","increase",0.698,"slurnt","slurned","slurnt",FALSE
"s6542","Male",1992,23,"posttest","sang","sensible","increase",0.683,"thram","thrimmed","thram",FALSE
"s6542","Male",1992,23,"posttest","sang","sensible","increase",0.743,"cham","chimmed","cham",FALSE
