"X","participant","pretest.reg","gender","yearOfBirth","phase","weak.past","strong.past","category","sensibility","partnerRegRate","partnerRegCondition","item.reg.mean","response","regular"
865,"s6053",0.423076923076923,"Male",1994,"posttest","jined","jone","drove","sensible",0.596,"increase",0.658,"jined",TRUE
866,"s6053",0.423076923076923,"Male",1994,"posttest","yilled","yilt","burnt","sensible",0.596,"increase",0.718,"yilled",TRUE
867,"s6053",0.423076923076923,"Male",1994,"posttest","vrited","vrote","drove","sensible",0.596,"increase",0.366,"vrote",FALSE
868,"s6053",0.423076923076923,"Male",1994,"posttest","zeeped","zept","kept","sensible",0.596,"increase",0.441,"zeeped",TRUE
869,"s6053",0.423076923076923,"Male",1994,"posttest","greeled","grelt","kept","sensible",0.596,"increase",0.562,"greeled",TRUE
870,"s6053",0.423076923076923,"Male",1994,"posttest","streeled","strelt","kept","sensible",0.596,"increase",0.51,"streeled",TRUE
871,"s6053",0.423076923076923,"Male",1994,"posttest","strilled","strilt","burnt","sensible",0.596,"increase",0.772,"strilled",TRUE
872,"s6053",0.423076923076923,"Male",1994,"posttest","thringed","thrang","sang","sensible",0.596,"increase",0.411,"thringed",TRUE
873,"s6053",0.423076923076923,"Male",1994,"posttest","feemed","femt","kept","sensible",0.596,"increase",0.673,"feemed",TRUE
874,"s6053",0.423076923076923,"Male",1994,"posttest","thurned","thurnt","burnt","sensible",0.596,"increase",0.693,"thurned",TRUE
875,"s6053",0.423076923076923,"Male",1994,"posttest","dwinked","dwank","sang","sensible",0.596,"increase",0.431,"dwinked",TRUE
876,"s6053",0.423076923076923,"Male",1994,"posttest","zimmed","zam","sang","sensible",0.596,"increase",0.733,"zimmed",TRUE
877,"s6053",0.423076923076923,"Male",1994,"posttest","quided","quode","drove","sensible",0.596,"increase",0.47,"quode",FALSE
878,"s6053",0.423076923076923,"Male",1994,"posttest","schmited","schmote","drove","sensible",0.596,"increase",0.45,"schmote",FALSE
879,"s6053",0.423076923076923,"Male",1994,"posttest","yided","yode","drove","sensible",0.596,"increase",0.401,"yode",FALSE
880,"s6053",0.423076923076923,"Male",1994,"posttest","zeemed","zemt","kept","sensible",0.596,"increase",0.663,"zemt",FALSE
881,"s6053",0.423076923076923,"Male",1994,"posttest","splived","splove","drove","sensible",0.596,"increase",0.421,"splived",TRUE
882,"s6053",0.423076923076923,"Male",1994,"posttest","rurned","rurnt","burnt","sensible",0.596,"increase",0.731,"rurned",TRUE
883,"s6053",0.423076923076923,"Male",1994,"posttest","sneeped","snept","kept","sensible",0.596,"increase",0.431,"sneeped",TRUE
884,"s6053",0.423076923076923,"Male",1994,"posttest","twimmed","twam","sang","sensible",0.596,"increase",0.54,"twam",FALSE
885,"s6055",0.442307692307692,"Male",1985,"posttest","skrurned","skrurnt","burnt","sensible",0.269,"decrease",0.668,"skrurned",TRUE
886,"s6055",0.442307692307692,"Male",1985,"posttest","skeeped","skept","kept","sensible",0.269,"decrease",0.485,"skept",FALSE
887,"s6055",0.442307692307692,"Male",1985,"posttest","kleeled","klelt","kept","sensible",0.269,"decrease",0.554,"klelt",FALSE
888,"s6055",0.442307692307692,"Male",1985,"posttest","spreemed","spremt","kept","sensible",0.269,"decrease",0.639,"spreemed",TRUE
889,"s6055",0.442307692307692,"Male",1985,"posttest","shreened","shrent","kept","sensible",0.269,"decrease",0.693,"shreened",TRUE
890,"s6055",0.442307692307692,"Male",1985,"posttest","snurned","snurnt","burnt","sensible",0.269,"decrease",0.757,"snurnt",FALSE
891,"s6055",0.442307692307692,"Male",1985,"posttest","surned","surnt","burnt","sensible",0.269,"decrease",0.698,"surnt",FALSE
892,"s6055",0.442307692307692,"Male",1985,"posttest","streened","strent","kept","sensible",0.269,"decrease",0.718,"streened",TRUE
893,"s6055",0.442307692307692,"Male",1985,"posttest","beeved","bove","drove","sensible",0.269,"decrease",0.574,"beeved",TRUE
894,"s6055",0.442307692307692,"Male",1985,"posttest","sprurned","sprurnt","burnt","sensible",0.269,"decrease",0.688,"sprurned",TRUE
895,"s6055",0.442307692307692,"Male",1985,"posttest","dweeped","dwept","kept","sensible",0.269,"decrease",0.426,"dwept",FALSE
896,"s6055",0.442307692307692,"Male",1985,"posttest","drelled","drelt","burnt","sensible",0.269,"decrease",0.653,"drelled",TRUE
897,"s6055",0.442307692307692,"Male",1985,"posttest","snined","snone","drove","sensible",0.269,"decrease",0.644,"snined",TRUE
898,"s6055",0.442307692307692,"Male",1985,"posttest","thided","thode","drove","sensible",0.269,"decrease",0.436,"thode",FALSE
899,"s6055",0.442307692307692,"Male",1985,"posttest","gimmed","gam","sang","sensible",0.269,"decrease",0.728,"gam",FALSE
900,"s6055",0.442307692307692,"Male",1985,"posttest","fimmed","fam","sang","sensible",0.269,"decrease",0.772,"fimmed",TRUE
901,"s6055",0.442307692307692,"Male",1985,"posttest","strinked","strank","sang","sensible",0.269,"decrease",0.416,"strinked",TRUE
902,"s6055",0.442307692307692,"Male",1985,"posttest","trurned","trurnt","burnt","sensible",0.269,"decrease",0.718,"trurnt",FALSE
903,"s6055",0.442307692307692,"Male",1985,"posttest","vrinked","vrank","sang","sensible",0.269,"decrease",0.515,"vrinked",TRUE
904,"s6055",0.442307692307692,"Male",1985,"posttest","quinged","quang","sang","sensible",0.269,"decrease",0.53,"quang",FALSE
905,"s6055",0.442307692307692,"Male",1985,"posttest","dreeped","drept","kept","sensible",0.269,"decrease",0.441,"drept",FALSE
906,"s6055",0.442307692307692,"Male",1985,"posttest","skrined","skrone","drove","sensible",0.269,"decrease",0.599,"skrined",TRUE
907,"s6055",0.442307692307692,"Male",1985,"posttest","shrided","shrode","drove","sensible",0.269,"decrease",0.376,"shrode",FALSE
908,"s6055",0.442307692307692,"Male",1985,"posttest","splinged","splang","sang","sensible",0.269,"decrease",0.401,"splang",FALSE
909,"s6055",0.442307692307692,"Male",1985,"posttest","snited","snote","drove","sensible",0.269,"decrease",0.53,"snote",FALSE
910,"s6055",0.442307692307692,"Male",1985,"posttest","fided","fode","drove","sensible",0.269,"decrease",0.485,"fode",FALSE
911,"s6055",0.442307692307692,"Male",1985,"posttest","preemed","premt","kept","sensible",0.269,"decrease",0.678,"premt",FALSE
912,"s6055",0.442307692307692,"Male",1985,"posttest","glined","glone","drove","sensible",0.269,"decrease",0.619,"glone",FALSE
913,"s6055",0.442307692307692,"Male",1985,"posttest","neened","nent","kept","sensible",0.269,"decrease",0.663,"nent",FALSE
914,"s6055",0.442307692307692,"Male",1985,"posttest","skurned","skurnt","burnt","sensible",0.269,"decrease",0.733,"skurnt",FALSE
915,"s6055",0.442307692307692,"Male",1985,"posttest","grinked","grank","sang","sensible",0.269,"decrease",0.47,"grank",FALSE
916,"s6055",0.442307692307692,"Male",1985,"posttest","zelled","zelt","burnt","sensible",0.269,"decrease",0.639,"zelled",TRUE
917,"s6055",0.442307692307692,"Male",1985,"posttest","sprided","sprode","drove","sensible",0.269,"decrease",0.347,"sprided",TRUE
918,"s6055",0.442307692307692,"Male",1985,"posttest","fleeled","flelt","kept","sensible",0.269,"decrease",0.525,"flelt",FALSE
919,"s6055",0.442307692307692,"Male",1985,"posttest","greemed","gremt","kept","sensible",0.269,"decrease",0.629,"greemed",TRUE
920,"s6055",0.442307692307692,"Male",1985,"posttest","dwinged","dwang","sang","sensible",0.269,"decrease",0.485,"dwang",FALSE
921,"s6055",0.442307692307692,"Male",1985,"posttest","sminked","smank","sang","sensible",0.269,"decrease",0.579,"smank",FALSE
922,"s6055",0.442307692307692,"Male",1985,"posttest","twinked","twank","sang","sensible",0.269,"decrease",0.594,"twinked",TRUE
923,"s6055",0.442307692307692,"Male",1985,"posttest","skrinked","skrank","sang","sensible",0.269,"decrease",0.45,"skrank",FALSE
924,"s6055",0.442307692307692,"Male",1985,"posttest","prilled","prilt","burnt","sensible",0.269,"decrease",0.713,"prilt",FALSE
925,"s6055",0.442307692307692,"Male",1985,"posttest","slilled","slilt","burnt","sensible",0.269,"decrease",0.693,"slilt",FALSE
926,"s6055",0.442307692307692,"Male",1985,"posttest","skelled","skelt","burnt","sensible",0.269,"decrease",0.584,"skelled",TRUE
927,"s6055",0.442307692307692,"Male",1985,"posttest","squined","squone","drove","sensible",0.269,"decrease",0.678,"squined",TRUE
928,"s6055",0.442307692307692,"Male",1985,"posttest","swited","swote","drove","sensible",0.269,"decrease",0.46,"swote",FALSE
929,"s6055",0.442307692307692,"Male",1985,"posttest","murned","murnt","burnt","sensible",0.269,"decrease",0.723,"murned",TRUE
930,"s6055",0.442307692307692,"Male",1985,"posttest","cheemed","chemt","kept","sensible",0.269,"decrease",0.733,"chemt",FALSE
931,"s6055",0.442307692307692,"Male",1985,"posttest","schmimmed","schmam","sang","sensible",0.269,"decrease",0.634,"schmam",FALSE
932,"s6055",0.442307692307692,"Male",1985,"posttest","dwided","dwode","drove","sensible",0.269,"decrease",0.416,"dwided",TRUE
933,"s6055",0.442307692307692,"Male",1985,"posttest","vinked","vank","sang","sensible",0.269,"decrease",0.624,"vinked",TRUE
934,"s6055",0.442307692307692,"Male",1985,"posttest","dwilled","dwilt","burnt","sensible",0.269,"decrease",0.673,"dwilled",TRUE
935,"s6055",0.442307692307692,"Male",1985,"posttest","klided","klode","drove","sensible",0.269,"decrease",0.495,"klode",FALSE
936,"s6055",0.442307692307692,"Male",1985,"posttest","sleeled","slelt","kept","sensible",0.269,"decrease",0.55,"sleeled",TRUE
937,"s6058",0.557692307692308,"Male",1974,"posttest","stelled","stelt","burnt","sensible",0.327,"decrease",0.644,"stelled",TRUE
938,"s6058",0.557692307692308,"Male",1974,"posttest","quinked","quank","sang","sensible",0.327,"decrease",0.569,"quank",FALSE
939,"s6058",0.557692307692308,"Male",1974,"posttest","dwinked","dwank","sang","sensible",0.327,"decrease",0.431,"dwank",FALSE
940,"s6058",0.557692307692308,"Male",1974,"posttest","geemed","gemt","kept","sensible",0.327,"decrease",0.693,"geemed",TRUE
941,"s6058",0.557692307692308,"Male",1974,"posttest","streeled","strelt","kept","sensible",0.327,"decrease",0.51,"streeled",TRUE
942,"s6058",0.557692307692308,"Male",1974,"posttest","cheened","chent","kept","sensible",0.327,"decrease",0.743,"cheened",TRUE
943,"s6058",0.557692307692308,"Male",1974,"posttest","frimmed","fram","sang","sensible",0.327,"decrease",0.708,"frimmed",TRUE
944,"s6058",0.557692307692308,"Male",1974,"posttest","quided","quode","drove","sensible",0.327,"decrease",0.47,"quode",FALSE
945,"s6058",0.557692307692308,"Male",1974,"posttest","schmeemed","schmemt","kept","sensible",0.327,"decrease",0.649,"schmeemed",TRUE
946,"s6058",0.557692307692308,"Male",1974,"posttest","cheeled","chelt","kept","sensible",0.327,"decrease",0.545,"cheeled",TRUE
947,"s6058",0.557692307692308,"Male",1974,"posttest","splurned","splurnt","burnt","sensible",0.327,"decrease",0.703,"splurnt",FALSE
948,"s6058",0.557692307692308,"Male",1974,"posttest","minged","mang","sang","sensible",0.327,"decrease",0.639,"minged",TRUE
949,"s6058",0.557692307692308,"Male",1974,"posttest","sninged","snang","sang","sensible",0.327,"decrease",0.455,"sninged",TRUE
950,"s6058",0.557692307692308,"Male",1974,"posttest","zeemed","zemt","kept","sensible",0.327,"decrease",0.663,"zeemed",TRUE
951,"s6058",0.557692307692308,"Male",1974,"posttest","twelled","twelt","burnt","sensible",0.327,"decrease",0.559,"twelled",TRUE
952,"s6058",0.557692307692308,"Male",1974,"posttest","drurned","drurnt","burnt","sensible",0.327,"decrease",0.748,"drurnt",FALSE
953,"s6058",0.557692307692308,"Male",1974,"posttest","sneeped","snept","kept","sensible",0.327,"decrease",0.431,"sneeped",TRUE
954,"s6058",0.557692307692308,"Male",1974,"posttest","rurned","rurnt","burnt","sensible",0.327,"decrease",0.731,"rurned",TRUE
955,"s6058",0.557692307692308,"Male",1974,"posttest","glinged","glang","sang","sensible",0.327,"decrease",0.584,"glang",FALSE
956,"s6058",0.557692307692308,"Male",1974,"posttest","slived","slove","drove","sensible",0.327,"decrease",0.49,"slove",FALSE
957,"s6058",0.557692307692308,"Male",1974,"posttest","gringed","grang","sang","sensible",0.327,"decrease",0.515,"gringed",TRUE
958,"s6058",0.557692307692308,"Male",1974,"posttest","yilled","yilt","burnt","sensible",0.327,"decrease",0.718,"yilled",TRUE
959,"s6058",0.557692307692308,"Male",1974,"posttest","sweeled","swelt","kept","sensible",0.327,"decrease",0.475,"sweeled",TRUE
960,"s6058",0.557692307692308,"Male",1974,"posttest","thurned","thurnt","burnt","sensible",0.327,"decrease",0.693,"thurnt",FALSE
961,"s6058",0.557692307692308,"Male",1974,"posttest","trined","trone","drove","sensible",0.327,"decrease",0.614,"trined",TRUE
962,"s6058",0.557692307692308,"Male",1974,"posttest","smilled","smilt","burnt","sensible",0.327,"decrease",0.668,"smilled",TRUE
963,"s6058",0.557692307692308,"Male",1974,"posttest","zimmed","zam","sang","sensible",0.327,"decrease",0.733,"zimmed",TRUE
964,"s6058",0.557692307692308,"Male",1974,"posttest","twimmed","twam","sang","sensible",0.327,"decrease",0.54,"twimmed",TRUE
965,"s6058",0.557692307692308,"Male",1974,"posttest","yided","yode","drove","sensible",0.327,"decrease",0.401,"yode",FALSE
966,"s6058",0.557692307692308,"Male",1974,"posttest","thrided","throde","drove","sensible",0.327,"decrease",0.376,"thrided",TRUE
967,"s6058",0.557692307692308,"Male",1974,"posttest","schmited","schmote","drove","sensible",0.327,"decrease",0.45,"schmote",FALSE
968,"s6058",0.557692307692308,"Male",1974,"posttest","jined","jone","drove","sensible",0.327,"decrease",0.658,"jined",TRUE
969,"s6058",0.557692307692308,"Male",1974,"posttest","dreened","drent","kept","sensible",0.327,"decrease",0.634,"dreened",TRUE
970,"s6058",0.557692307692308,"Male",1974,"posttest","lelled","lelt","burnt","sensible",0.327,"decrease",0.668,"lelled",TRUE
971,"s6058",0.557692307692308,"Male",1974,"posttest","thringed","thrang","sang","sensible",0.327,"decrease",0.411,"thringed",TRUE
972,"s6058",0.557692307692308,"Male",1974,"posttest","hurned","hurnt","burnt","sensible",0.327,"decrease",0.713,"hurned",TRUE
973,"s6058",0.557692307692308,"Male",1974,"posttest","jinked","jank","sang","sensible",0.327,"decrease",0.614,"jinked",TRUE
974,"s6058",0.557692307692308,"Male",1974,"posttest","zeeped","zept","kept","sensible",0.327,"decrease",0.441,"zeeped",TRUE
975,"s6058",0.557692307692308,"Male",1974,"posttest","splinked","splank","sang","sensible",0.327,"decrease",0.49,"splinked",TRUE
976,"s6058",0.557692307692308,"Male",1974,"posttest","plined","plone","drove","sensible",0.327,"decrease",0.713,"plone",FALSE
977,"s6058",0.557692307692308,"Male",1974,"posttest","shringed","shrang","sang","sensible",0.327,"decrease",0.46,"shrang",FALSE
978,"s6058",0.557692307692308,"Male",1974,"posttest","geeved","gove","drove","sensible",0.327,"decrease",0.599,"gove",FALSE
979,"s6058",0.557692307692308,"Male",1974,"posttest","sprelled","sprelt","burnt","sensible",0.327,"decrease",0.629,"sprelled",TRUE
980,"s6058",0.557692307692308,"Male",1974,"posttest","vrited","vrote","drove","sensible",0.327,"decrease",0.366,"vrote",FALSE
981,"s6058",0.557692307692308,"Male",1974,"posttest","splived","splove","drove","sensible",0.327,"decrease",0.421,"splived",TRUE
982,"s6058",0.557692307692308,"Male",1974,"posttest","feemed","femt","kept","sensible",0.327,"decrease",0.673,"feemed",TRUE
983,"s6058",0.557692307692308,"Male",1974,"posttest","strined","strone","drove","sensible",0.327,"decrease",0.559,"strone",FALSE
984,"s6058",0.557692307692308,"Male",1974,"posttest","blided","blode","drove","sensible",0.327,"decrease",0.515,"blided",TRUE
985,"s6058",0.557692307692308,"Male",1974,"posttest","greeled","grelt","kept","sensible",0.327,"decrease",0.562,"greeled",TRUE
986,"s6058",0.557692307692308,"Male",1974,"posttest","sneened","snent","kept","sensible",0.327,"decrease",0.698,"sneened",TRUE
987,"s6058",0.557692307692308,"Male",1974,"posttest","strilled","strilt","burnt","sensible",0.327,"decrease",0.772,"strilt",FALSE
988,"s6058",0.557692307692308,"Male",1974,"posttest","trelled","trelt","burnt","sensible",0.327,"decrease",0.678,"trelt",FALSE
989,"s6062",0.615384615384615,"Male",1983,"posttest","trurned","trurnt","burnt","sensible",0.615,"no.change",0.718,"trurned",TRUE
990,"s6062",0.615384615384615,"Male",1983,"posttest","dwilled","dwilt","burnt","sensible",0.615,"no.change",0.673,"dwilled",TRUE
991,"s6062",0.615384615384615,"Male",1983,"posttest","skurned","skurnt","burnt","sensible",0.615,"no.change",0.733,"skurned",TRUE
992,"s6062",0.615384615384615,"Male",1983,"posttest","dwinged","dwang","sang","sensible",0.615,"no.change",0.485,"dwang",FALSE
993,"s6062",0.615384615384615,"Male",1983,"posttest","preemed","premt","kept","sensible",0.615,"no.change",0.678,"preemed",TRUE
994,"s6062",0.615384615384615,"Male",1983,"posttest","snurned","snurnt","burnt","sensible",0.615,"no.change",0.757,"snurned",TRUE
995,"s6062",0.615384615384615,"Male",1983,"posttest","fleeled","flelt","kept","sensible",0.615,"no.change",0.525,"flelt",FALSE
996,"s6062",0.615384615384615,"Male",1983,"posttest","fimmed","fam","sang","sensible",0.615,"no.change",0.772,"fam",FALSE
997,"s6062",0.615384615384615,"Male",1983,"posttest","sprurned","sprurnt","burnt","sensible",0.615,"no.change",0.688,"sprurned",TRUE
998,"s6062",0.615384615384615,"Male",1983,"posttest","skrurned","skrurnt","burnt","sensible",0.615,"no.change",0.668,"skrurned",TRUE
