"X","participant","pretest.reg","gender","yearOfBirth","phase","weak.past","strong.past","category","sensibility","partnerRegRate","partnerRegCondition","item.reg.mean","response","regular"
4740,"s6183",0.557692307692308,"Male",1993,"posttest","vrinked","vrank","sang","silly",0.788,"increase",0.515,"vrank",FALSE
4741,"s6183",0.557692307692308,"Male",1993,"posttest","preemed","premt","kept","silly",0.788,"increase",0.678,"preemed",TRUE
4742,"s6183",0.557692307692308,"Male",1993,"posttest","neened","nent","kept","silly",0.788,"increase",0.663,"neened",TRUE
4743,"s6183",0.557692307692308,"Male",1993,"posttest","swited","swote","drove","silly",0.788,"increase",0.46,"swited",TRUE
4744,"s6183",0.557692307692308,"Male",1993,"posttest","vinked","vank","sang","silly",0.788,"increase",0.624,"vinked",TRUE
4745,"s6183",0.557692307692308,"Male",1993,"posttest","klided","klode","drove","silly",0.788,"increase",0.495,"klided",TRUE
4746,"s6183",0.557692307692308,"Male",1993,"posttest","prilled","prilt","burnt","silly",0.788,"increase",0.713,"prilled",TRUE
4747,"s6183",0.557692307692308,"Male",1993,"posttest","murned","murnt","burnt","silly",0.788,"increase",0.723,"murned",TRUE
4748,"s6183",0.557692307692308,"Male",1993,"posttest","slilled","slilt","burnt","silly",0.788,"increase",0.693,"slilled",TRUE
4749,"s6183",0.557692307692308,"Male",1993,"posttest","skrurned","skrurnt","burnt","silly",0.788,"increase",0.668,"skrurned",TRUE
4750,"s6183",0.557692307692308,"Male",1993,"posttest","greemed","gremt","kept","silly",0.788,"increase",0.629,"greemed",TRUE
4751,"s6183",0.557692307692308,"Male",1993,"posttest","surned","surnt","burnt","silly",0.788,"increase",0.698,"surned",TRUE
4752,"s6183",0.557692307692308,"Male",1993,"posttest","fided","fode","drove","silly",0.788,"increase",0.485,"fode",FALSE
4753,"s6183",0.557692307692308,"Male",1993,"posttest","schmimmed","schmam","sang","silly",0.788,"increase",0.634,"schmimmed",TRUE
4754,"s6183",0.557692307692308,"Male",1993,"posttest","trurned","trurnt","burnt","silly",0.788,"increase",0.718,"trurned",TRUE
4755,"s6183",0.557692307692308,"Male",1993,"posttest","snined","snone","drove","silly",0.788,"increase",0.644,"snined",TRUE
4756,"s6183",0.557692307692308,"Male",1993,"posttest","beeved","bove","drove","silly",0.788,"increase",0.574,"beeved",TRUE
4757,"s6183",0.557692307692308,"Male",1993,"posttest","streened","strent","kept","silly",0.788,"increase",0.718,"streened",TRUE
4758,"s6183",0.557692307692308,"Male",1993,"posttest","skelled","skelt","burnt","silly",0.788,"increase",0.584,"skelled",TRUE
4759,"s6183",0.557692307692308,"Male",1993,"posttest","drelled","drelt","burnt","silly",0.788,"increase",0.653,"drelled",TRUE
4760,"s6183",0.557692307692308,"Male",1993,"posttest","splinged","splang","sang","silly",0.788,"increase",0.401,"splang",FALSE
4761,"s6183",0.557692307692308,"Male",1993,"posttest","gimmed","gam","sang","silly",0.788,"increase",0.728,"gimmed",TRUE
4762,"s6183",0.557692307692308,"Male",1993,"posttest","dwilled","dwilt","burnt","silly",0.788,"increase",0.673,"dwilled",TRUE
4763,"s6183",0.557692307692308,"Male",1993,"posttest","zelled","zelt","burnt","silly",0.788,"increase",0.639,"zelled",TRUE
4764,"s6183",0.557692307692308,"Male",1993,"posttest","kleeled","klelt","kept","silly",0.788,"increase",0.554,"klelt",FALSE
4765,"s6183",0.557692307692308,"Male",1993,"posttest","skrinked","skrank","sang","silly",0.788,"increase",0.45,"skrank",FALSE
4766,"s6183",0.557692307692308,"Male",1993,"posttest","skurned","skurnt","burnt","silly",0.788,"increase",0.733,"skurnt",FALSE
4767,"s6183",0.557692307692308,"Male",1993,"posttest","sprurned","sprurnt","burnt","silly",0.788,"increase",0.688,"sprurned",TRUE
4768,"s6183",0.557692307692308,"Male",1993,"posttest","dwided","dwode","drove","silly",0.788,"increase",0.416,"dwided",TRUE
4769,"s6183",0.557692307692308,"Male",1993,"posttest","shrided","shrode","drove","silly",0.788,"increase",0.376,"shrided",TRUE
4770,"s6183",0.557692307692308,"Male",1993,"posttest","quinged","quang","sang","silly",0.788,"increase",0.53,"quang",FALSE
4771,"s6183",0.557692307692308,"Male",1993,"posttest","shreened","shrent","kept","silly",0.788,"increase",0.693,"shreened",TRUE
4772,"s6183",0.557692307692308,"Male",1993,"posttest","sleeled","slelt","kept","silly",0.788,"increase",0.55,"slelt",FALSE
4773,"s6183",0.557692307692308,"Male",1993,"posttest","thided","thode","drove","silly",0.788,"increase",0.436,"thode",FALSE
4774,"s6183",0.557692307692308,"Male",1993,"posttest","dweeped","dwept","kept","silly",0.788,"increase",0.426,"dweeped",TRUE
4775,"s6183",0.557692307692308,"Male",1993,"posttest","grinked","grank","sang","silly",0.788,"increase",0.47,"grinked",TRUE
4776,"s6183",0.557692307692308,"Male",1993,"posttest","twinked","twank","sang","silly",0.788,"increase",0.594,"twinked",TRUE
4777,"s6183",0.557692307692308,"Male",1993,"posttest","snurned","snurnt","burnt","silly",0.788,"increase",0.757,"snurned",TRUE
4778,"s6183",0.557692307692308,"Male",1993,"posttest","dwinged","dwang","sang","silly",0.788,"increase",0.485,"dwinged",TRUE
4779,"s6183",0.557692307692308,"Male",1993,"posttest","cheemed","chemt","kept","silly",0.788,"increase",0.733,"cheemed",TRUE
4780,"s6183",0.557692307692308,"Male",1993,"posttest","skrined","skrone","drove","silly",0.788,"increase",0.599,"skrined",TRUE
4781,"s6183",0.557692307692308,"Male",1993,"posttest","squined","squone","drove","silly",0.788,"increase",0.678,"squined",TRUE
4782,"s6183",0.557692307692308,"Male",1993,"posttest","snited","snote","drove","silly",0.788,"increase",0.53,"snited",TRUE
4783,"s6183",0.557692307692308,"Male",1993,"posttest","strinked","strank","sang","silly",0.788,"increase",0.416,"strinked",TRUE
4784,"s6183",0.557692307692308,"Male",1993,"posttest","sminked","smank","sang","silly",0.788,"increase",0.579,"sminked",TRUE
4785,"s6184",0.442307692307692,"Male",1950,"posttest","twinked","twank","sang","silly",0.269,"decrease",0.594,"twinked",TRUE
4786,"s6184",0.442307692307692,"Male",1950,"posttest","fimmed","fam","sang","silly",0.269,"decrease",0.772,"fam",FALSE
4787,"s6184",0.442307692307692,"Male",1950,"posttest","fided","fode","drove","silly",0.269,"decrease",0.485,"fided",TRUE
4788,"s6184",0.442307692307692,"Male",1950,"posttest","streened","strent","kept","silly",0.269,"decrease",0.718,"streened",TRUE
4789,"s6184",0.442307692307692,"Male",1950,"posttest","slilled","slilt","burnt","silly",0.269,"decrease",0.693,"slilled",TRUE
4790,"s6184",0.442307692307692,"Male",1950,"posttest","greemed","gremt","kept","silly",0.269,"decrease",0.629,"greemed",TRUE
4791,"s6184",0.442307692307692,"Male",1950,"posttest","snurned","snurnt","burnt","silly",0.269,"decrease",0.757,"snurned",TRUE
4792,"s6184",0.442307692307692,"Male",1950,"posttest","vinked","vank","sang","silly",0.269,"decrease",0.624,"vank",FALSE
4793,"s6184",0.442307692307692,"Male",1950,"posttest","skelled","skelt","burnt","silly",0.269,"decrease",0.584,"skelt",FALSE
4794,"s6184",0.442307692307692,"Male",1950,"posttest","neened","nent","kept","silly",0.269,"decrease",0.663,"neened",TRUE
4795,"s6184",0.442307692307692,"Male",1950,"posttest","sprided","sprode","drove","silly",0.269,"decrease",0.347,"sprode",FALSE
4796,"s6184",0.442307692307692,"Male",1950,"posttest","thided","thode","drove","silly",0.269,"decrease",0.436,"thode",FALSE
4797,"s6184",0.442307692307692,"Male",1950,"posttest","klided","klode","drove","silly",0.269,"decrease",0.495,"klode",FALSE
4798,"s6184",0.442307692307692,"Male",1950,"posttest","shrided","shrode","drove","silly",0.269,"decrease",0.376,"shrode",FALSE
4799,"s6184",0.442307692307692,"Male",1950,"posttest","cheemed","chemt","kept","silly",0.269,"decrease",0.733,"cheemed",TRUE
4800,"s6184",0.442307692307692,"Male",1950,"posttest","dwinged","dwang","sang","silly",0.269,"decrease",0.485,"dwinged",TRUE
4801,"s6184",0.442307692307692,"Male",1950,"posttest","snined","snone","drove","silly",0.269,"decrease",0.644,"snined",TRUE
4802,"s6184",0.442307692307692,"Male",1950,"posttest","dreeped","drept","kept","silly",0.269,"decrease",0.441,"drept",FALSE
4803,"s6184",0.442307692307692,"Male",1950,"posttest","schmimmed","schmam","sang","silly",0.269,"decrease",0.634,"schmam",FALSE
4804,"s6184",0.442307692307692,"Male",1950,"posttest","dwided","dwode","drove","silly",0.269,"decrease",0.416,"dwode",FALSE
4805,"s6184",0.442307692307692,"Male",1950,"posttest","glined","glone","drove","silly",0.269,"decrease",0.619,"glined",TRUE
4806,"s6184",0.442307692307692,"Male",1950,"posttest","skrurned","skrurnt","burnt","silly",0.269,"decrease",0.668,"skrurned",TRUE
4807,"s6184",0.442307692307692,"Male",1950,"posttest","dweeped","dwept","kept","silly",0.269,"decrease",0.426,"dwept",FALSE
4808,"s6184",0.442307692307692,"Male",1950,"posttest","sleeled","slelt","kept","silly",0.269,"decrease",0.55,"slelt",FALSE
4809,"s6184",0.442307692307692,"Male",1950,"posttest","gimmed","gam","sang","silly",0.269,"decrease",0.728,"gimmed",TRUE
4810,"s6184",0.442307692307692,"Male",1950,"posttest","drelled","drelt","burnt","silly",0.269,"decrease",0.653,"drelled",TRUE
4811,"s6184",0.442307692307692,"Male",1950,"posttest","shreened","shrent","kept","silly",0.269,"decrease",0.693,"shreened",TRUE
4812,"s6184",0.442307692307692,"Male",1950,"posttest","beeved","bove","drove","silly",0.269,"decrease",0.574,"bove",FALSE
4813,"s6184",0.442307692307692,"Male",1950,"posttest","skrined","skrone","drove","silly",0.269,"decrease",0.599,"skrone",FALSE
4814,"s6184",0.442307692307692,"Male",1950,"posttest","skurned","skurnt","burnt","silly",0.269,"decrease",0.733,"skurned",TRUE
4815,"s6184",0.442307692307692,"Male",1950,"posttest","skrinked","skrank","sang","silly",0.269,"decrease",0.45,"skrank",FALSE
4816,"s6184",0.442307692307692,"Male",1950,"posttest","sprurned","sprurnt","burnt","silly",0.269,"decrease",0.688,"sprurned",TRUE
4817,"s6184",0.442307692307692,"Male",1950,"posttest","preemed","premt","kept","silly",0.269,"decrease",0.678,"preemed",TRUE
4818,"s6184",0.442307692307692,"Male",1950,"posttest","snited","snote","drove","silly",0.269,"decrease",0.53,"snote",FALSE
4819,"s6184",0.442307692307692,"Male",1950,"posttest","trurned","trurnt","burnt","silly",0.269,"decrease",0.718,"trurned",TRUE
4820,"s6184",0.442307692307692,"Male",1950,"posttest","sminked","smank","sang","silly",0.269,"decrease",0.579,"smank",FALSE
4821,"s6184",0.442307692307692,"Male",1950,"posttest","dwilled","dwilt","burnt","silly",0.269,"decrease",0.673,"dwilt",FALSE
4822,"s6184",0.442307692307692,"Male",1950,"posttest","fleeled","flelt","kept","silly",0.269,"decrease",0.525,"flelt",FALSE
4823,"s6184",0.442307692307692,"Male",1950,"posttest","zelled","zelt","burnt","silly",0.269,"decrease",0.639,"zelt",FALSE
4824,"s6184",0.442307692307692,"Male",1950,"posttest","prilled","prilt","burnt","silly",0.269,"decrease",0.713,"prilled",TRUE
4825,"s6184",0.442307692307692,"Male",1950,"posttest","murned","murnt","burnt","silly",0.269,"decrease",0.723,"murned",TRUE
4826,"s6184",0.442307692307692,"Male",1950,"posttest","vrinked","vrank","sang","silly",0.269,"decrease",0.515,"vrank",FALSE
4827,"s6184",0.442307692307692,"Male",1950,"posttest","strinked","strank","sang","silly",0.269,"decrease",0.416,"strank",FALSE
4828,"s6184",0.442307692307692,"Male",1950,"posttest","splinged","splang","sang","silly",0.269,"decrease",0.401,"splang",FALSE
4829,"s6184",0.442307692307692,"Male",1950,"posttest","quinged","quang","sang","silly",0.269,"decrease",0.53,"quang",FALSE
4830,"s6184",0.442307692307692,"Male",1950,"posttest","surned","surnt","burnt","silly",0.269,"decrease",0.698,"surnt",FALSE
4831,"s6184",0.442307692307692,"Male",1950,"posttest","swited","swote","drove","silly",0.269,"decrease",0.46,"swote",FALSE
4832,"s6184",0.442307692307692,"Male",1950,"posttest","kleeled","klelt","kept","silly",0.269,"decrease",0.554,"kleeled",TRUE
4833,"s6184",0.442307692307692,"Male",1950,"posttest","grinked","grank","sang","silly",0.269,"decrease",0.47,"grank",FALSE
4834,"s6184",0.442307692307692,"Male",1950,"posttest","spreemed","spremt","kept","silly",0.269,"decrease",0.639,"spreemed",TRUE
4835,"s6184",0.442307692307692,"Male",1950,"posttest","skeeped","skept","kept","silly",0.269,"decrease",0.485,"skeeped",TRUE
4836,"s6184",0.442307692307692,"Male",1950,"posttest","squined","squone","drove","silly",0.269,"decrease",0.678,"squone",FALSE
4837,"s6185",0.480769230769231,"Male",1986,"posttest","slived","slove","drove","silly",0.288,"decrease",0.49,"slived",TRUE
4838,"s6185",0.480769230769231,"Male",1986,"posttest","splinked","splank","sang","silly",0.288,"decrease",0.49,"splank",FALSE
4839,"s6185",0.480769230769231,"Male",1986,"posttest","schmeemed","schmemt","kept","silly",0.288,"decrease",0.649,"schmeemed",TRUE
4840,"s6185",0.480769230769231,"Male",1986,"posttest","thrided","throde","drove","silly",0.288,"decrease",0.376,"throde",FALSE
4841,"s6185",0.480769230769231,"Male",1986,"posttest","blided","blode","drove","silly",0.288,"decrease",0.515,"blode",FALSE
4842,"s6185",0.480769230769231,"Male",1986,"posttest","cheeled","chelt","kept","silly",0.288,"decrease",0.545,"cheeled",TRUE
4843,"s6185",0.480769230769231,"Male",1986,"posttest","zeemed","zemt","kept","silly",0.288,"decrease",0.663,"zeemed",TRUE
4844,"s6185",0.480769230769231,"Male",1986,"posttest","sneened","snent","kept","silly",0.288,"decrease",0.698,"sneened",TRUE
4845,"s6185",0.480769230769231,"Male",1986,"posttest","rurned","rurnt","burnt","silly",0.288,"decrease",0.731,"rurned",TRUE
4846,"s6185",0.480769230769231,"Male",1986,"posttest","lelled","lelt","burnt","silly",0.288,"decrease",0.668,"lelled",TRUE
4847,"s6185",0.480769230769231,"Male",1986,"posttest","jinked","jank","sang","silly",0.288,"decrease",0.614,"jinked",TRUE
4848,"s6185",0.480769230769231,"Male",1986,"posttest","cheened","chent","kept","silly",0.288,"decrease",0.743,"cheened",TRUE
4849,"s6185",0.480769230769231,"Male",1986,"posttest","hurned","hurnt","burnt","silly",0.288,"decrease",0.713,"hurned",TRUE
4850,"s6185",0.480769230769231,"Male",1986,"posttest","minged","mang","sang","silly",0.288,"decrease",0.639,"mang",FALSE
4851,"s6185",0.480769230769231,"Male",1986,"posttest","sweeled","swelt","kept","silly",0.288,"decrease",0.475,"sweeled",TRUE
4852,"s6185",0.480769230769231,"Male",1986,"posttest","sneeped","snept","kept","silly",0.288,"decrease",0.431,"snept",FALSE
4853,"s6185",0.480769230769231,"Male",1986,"posttest","greeled","grelt","kept","silly",0.288,"decrease",0.562,"greeled",TRUE
4854,"s6185",0.480769230769231,"Male",1986,"posttest","zeeped","zept","kept","silly",0.288,"decrease",0.441,"zeeped",TRUE
4855,"s6185",0.480769230769231,"Male",1986,"posttest","thringed","thrang","sang","silly",0.288,"decrease",0.411,"thringed",TRUE
4856,"s6185",0.480769230769231,"Male",1986,"posttest","frimmed","fram","sang","silly",0.288,"decrease",0.708,"frimmed",TRUE
4857,"s6185",0.480769230769231,"Male",1986,"posttest","twelled","twelt","burnt","silly",0.288,"decrease",0.559,"twelled",TRUE
4858,"s6185",0.480769230769231,"Male",1986,"posttest","yided","yode","drove","silly",0.288,"decrease",0.401,"yided",TRUE
4859,"s6185",0.480769230769231,"Male",1986,"posttest","sprelled","sprelt","burnt","silly",0.288,"decrease",0.629,"sprelled",TRUE
4860,"s6185",0.480769230769231,"Male",1986,"posttest","splurned","splurnt","burnt","silly",0.288,"decrease",0.703,"splurned",TRUE
4861,"s6185",0.480769230769231,"Male",1986,"posttest","vrited","vrote","drove","silly",0.288,"decrease",0.366,"vrote",FALSE
4862,"s6185",0.480769230769231,"Male",1986,"posttest","quided","quode","drove","silly",0.288,"decrease",0.47,"quode",FALSE
4863,"s6185",0.480769230769231,"Male",1986,"posttest","strilled","strilt","burnt","silly",0.288,"decrease",0.772,"strilled",TRUE
4864,"s6185",0.480769230769231,"Male",1986,"posttest","quinked","quank","sang","silly",0.288,"decrease",0.569,"quinked",TRUE
4865,"s6185",0.480769230769231,"Male",1986,"posttest","trined","trone","drove","silly",0.288,"decrease",0.614,"trined",TRUE
4866,"s6185",0.480769230769231,"Male",1986,"posttest","drurned","drurnt","burnt","silly",0.288,"decrease",0.748,"drurned",TRUE
4867,"s6185",0.480769230769231,"Male",1986,"posttest","streeled","strelt","kept","silly",0.288,"decrease",0.51,"strelt",FALSE
4868,"s6185",0.480769230769231,"Male",1986,"posttest","smilled","smilt","burnt","silly",0.288,"decrease",0.668,"smilled",TRUE
4869,"s6185",0.480769230769231,"Male",1986,"posttest","gringed","grang","sang","silly",0.288,"decrease",0.515,"grang",FALSE
4870,"s6185",0.480769230769231,"Male",1986,"posttest","zimmed","zam","sang","silly",0.288,"decrease",0.733,"zimmed",TRUE
4871,"s6185",0.480769230769231,"Male",1986,"posttest","feemed","femt","kept","silly",0.288,"decrease",0.673,"feemed",TRUE
4872,"s6185",0.480769230769231,"Male",1986,"posttest","geemed","gemt","kept","silly",0.288,"decrease",0.693,"geemed",TRUE
4873,"s6185",0.480769230769231,"Male",1986,"posttest","geeved","gove","drove","silly",0.288,"decrease",0.599,"gove",FALSE
4874,"s6185",0.480769230769231,"Male",1986,"posttest","splived","splove","drove","silly",0.288,"decrease",0.421,"splived",TRUE
4875,"s6185",0.480769230769231,"Male",1986,"posttest","plined","plone","drove","silly",0.288,"decrease",0.713,"plined",TRUE
4876,"s6185",0.480769230769231,"Male",1986,"posttest","dreened","drent","kept","silly",0.288,"decrease",0.634,"dreened",TRUE
4877,"s6185",0.480769230769231,"Male",1986,"posttest","stelled","stelt","burnt","silly",0.288,"decrease",0.644,"stelled",TRUE
4878,"s6185",0.480769230769231,"Male",1986,"posttest","thurned","thurnt","burnt","silly",0.288,"decrease",0.693,"thurned",TRUE
4879,"s6185",0.480769230769231,"Male",1986,"posttest","glinged","glang","sang","silly",0.288,"decrease",0.584,"glang",FALSE
4880,"s6185",0.480769230769231,"Male",1986,"posttest","shringed","shrang","sang","silly",0.288,"decrease",0.46,"shrang",FALSE
4881,"s6185",0.480769230769231,"Male",1986,"posttest","sninged","snang","sang","silly",0.288,"decrease",0.455,"snang",FALSE
4882,"s6185",0.480769230769231,"Male",1986,"posttest","twimmed","twam","sang","silly",0.288,"decrease",0.54,"twam",FALSE
4883,"s6185",0.480769230769231,"Male",1986,"posttest","dwinked","dwank","sang","silly",0.288,"decrease",0.431,"dwank",FALSE
4884,"s6185",0.480769230769231,"Male",1986,"posttest","jined","jone","drove","silly",0.288,"decrease",0.658,"jone",FALSE
4885,"s6185",0.480769230769231,"Male",1986,"posttest","yilled","yilt","burnt","silly",0.288,"decrease",0.718,"yilled",TRUE
4886,"s6185",0.480769230769231,"Male",1986,"posttest","trelled","trelt","burnt","silly",0.288,"decrease",0.678,"trelled",TRUE
4887,"s6185",0.480769230769231,"Male",1986,"posttest","schmited","schmote","drove","silly",0.288,"decrease",0.45,"schmote",FALSE
4888,"s6185",0.480769230769231,"Male",1986,"posttest","strined","strone","drove","silly",0.288,"decrease",0.559,"strined",TRUE
4889,"s6186",0.615384615384615,"Male",1969,"posttest","skrinked","skrank","sang","silly",0.365,"decrease",0.45,"skrank",FALSE
4890,"s6186",0.615384615384615,"Male",1969,"posttest","drelled","drelt","burnt","silly",0.365,"decrease",0.653,"drelt",FALSE
4891,"s6186",0.615384615384615,"Male",1969,"posttest","snurned","snurnt","burnt","silly",0.365,"decrease",0.757,"snurnt",FALSE
4892,"s6186",0.615384615384615,"Male",1969,"posttest","fided","fode","drove","silly",0.365,"decrease",0.485,"fode",FALSE
4893,"s6186",0.615384615384615,"Male",1969,"posttest","sminked","smank","sang","silly",0.365,"decrease",0.579,"sminked",TRUE
4894,"s6186",0.615384615384615,"Male",1969,"posttest","preemed","premt","kept","silly",0.365,"decrease",0.678,"premt",FALSE
4895,"s6186",0.615384615384615,"Male",1969,"posttest","dwinged","dwang","sang","silly",0.365,"decrease",0.485,"dwang",FALSE
4896,"s6186",0.615384615384615,"Male",1969,"posttest","dwided","dwode","drove","silly",0.365,"decrease",0.416,"dwided",TRUE
4897,"s6186",0.615384615384615,"Male",1969,"posttest","strinked","strank","sang","silly",0.365,"decrease",0.416,"strank",FALSE
4898,"s6186",0.615384615384615,"Male",1969,"posttest","vinked","vank","sang","silly",0.365,"decrease",0.624,"vank",FALSE
4899,"s6186",0.615384615384615,"Male",1969,"posttest","splinged","splang","sang","silly",0.365,"decrease",0.401,"splang",FALSE
4900,"s6186",0.615384615384615,"Male",1969,"posttest","twinked","twank","sang","silly",0.365,"decrease",0.594,"twinked",TRUE
4901,"s6186",0.615384615384615,"Male",1969,"posttest","dwilled","dwilt","burnt","silly",0.365,"decrease",0.673,"dwilled",TRUE
4902,"s6186",0.615384615384615,"Male",1969,"posttest","greemed","gremt","kept","silly",0.365,"decrease",0.629,"gremt",FALSE
4903,"s6186",0.615384615384615,"Male",1969,"posttest","fleeled","flelt","kept","silly",0.365,"decrease",0.525,"fleeled",TRUE
4904,"s6186",0.615384615384615,"Male",1969,"posttest","glined","glone","drove","silly",0.365,"decrease",0.619,"glined",TRUE
4905,"s6186",0.615384615384615,"Male",1969,"posttest","sleeled","slelt","kept","silly",0.365,"decrease",0.55,"slelt",FALSE
4906,"s6186",0.615384615384615,"Male",1969,"posttest","murned","murnt","burnt","silly",0.365,"decrease",0.723,"murnt",FALSE
4907,"s6186",0.615384615384615,"Male",1969,"posttest","gimmed","gam","sang","silly",0.365,"decrease",0.728,"gam",FALSE
4908,"s6186",0.615384615384615,"Male",1969,"posttest","klided","klode","drove","silly",0.365,"decrease",0.495,"klode",FALSE
4909,"s6186",0.615384615384615,"Male",1969,"posttest","neened","nent","kept","silly",0.365,"decrease",0.663,"nent",FALSE
4910,"s6186",0.615384615384615,"Male",1969,"posttest","schmimmed","schmam","sang","silly",0.365,"decrease",0.634,"schmimmed",TRUE
4911,"s6186",0.615384615384615,"Male",1969,"posttest","dweeped","dwept","kept","silly",0.365,"decrease",0.426,"dweeped",TRUE
4912,"s6186",0.615384615384615,"Male",1969,"posttest","trurned","trurnt","burnt","silly",0.365,"decrease",0.718,"trurnt",FALSE
4913,"s6186",0.615384615384615,"Male",1969,"posttest","fimmed","fam","sang","silly",0.365,"decrease",0.772,"fimmed",TRUE
4914,"s6186",0.615384615384615,"Male",1969,"posttest","prilled","prilt","burnt","silly",0.365,"decrease",0.713,"prilled",TRUE
4915,"s6186",0.615384615384615,"Male",1969,"posttest","skeeped","skept","kept","silly",0.365,"decrease",0.485,"skept",FALSE
4916,"s6186",0.615384615384615,"Male",1969,"posttest","slilled","slilt","burnt","silly",0.365,"decrease",0.693,"slilt",FALSE
4917,"s6186",0.615384615384615,"Male",1969,"posttest","dreeped","drept","kept","silly",0.365,"decrease",0.441,"drept",FALSE
4918,"s6186",0.615384615384615,"Male",1969,"posttest","shrided","shrode","drove","silly",0.365,"decrease",0.376,"shrided",TRUE
4919,"s6186",0.615384615384615,"Male",1969,"posttest","skelled","skelt","burnt","silly",0.365,"decrease",0.584,"skelled",TRUE
4920,"s6186",0.615384615384615,"Male",1969,"posttest","skrurned","skrurnt","burnt","silly",0.365,"decrease",0.668,"skrurnt",FALSE
4921,"s6186",0.615384615384615,"Male",1969,"posttest","quinged","quang","sang","silly",0.365,"decrease",0.53,"quang",FALSE
4922,"s6186",0.615384615384615,"Male",1969,"posttest","sprurned","sprurnt","burnt","silly",0.365,"decrease",0.688,"sprurnt",FALSE
4923,"s6186",0.615384615384615,"Male",1969,"posttest","vrinked","vrank","sang","silly",0.365,"decrease",0.515,"vrank",FALSE
4924,"s6186",0.615384615384615,"Male",1969,"posttest","thided","thode","drove","silly",0.365,"decrease",0.436,"thided",TRUE
4925,"s6186",0.615384615384615,"Male",1969,"posttest","swited","swote","drove","silly",0.365,"decrease",0.46,"swote",FALSE
4926,"s6186",0.615384615384615,"Male",1969,"posttest","grinked","grank","sang","silly",0.365,"decrease",0.47,"grank",FALSE
4927,"s6186",0.615384615384615,"Male",1969,"posttest","squined","squone","drove","silly",0.365,"decrease",0.678,"squined",TRUE
4928,"s6186",0.615384615384615,"Male",1969,"posttest","kleeled","klelt","kept","silly",0.365,"decrease",0.554,"klelt",FALSE
4929,"s6186",0.615384615384615,"Male",1969,"posttest","streened","strent","kept","silly",0.365,"decrease",0.718,"strent",FALSE
4930,"s6186",0.615384615384615,"Male",1969,"posttest","cheemed","chemt","kept","silly",0.365,"decrease",0.733,"cheemed",TRUE
4931,"s6186",0.615384615384615,"Male",1969,"posttest","surned","surnt","burnt","silly",0.365,"decrease",0.698,"surnt",FALSE
4932,"s6186",0.615384615384615,"Male",1969,"posttest","snited","snote","drove","silly",0.365,"decrease",0.53,"snote",FALSE
4933,"s6186",0.615384615384615,"Male",1969,"posttest","beeved","bove","drove","silly",0.365,"decrease",0.574,"beeved",TRUE
4934,"s6186",0.615384615384615,"Male",1969,"posttest","snined","snone","drove","silly",0.365,"decrease",0.644,"snone",FALSE
4935,"s6186",0.615384615384615,"Male",1969,"posttest","shreened","shrent","kept","silly",0.365,"decrease",0.693,"shrent",FALSE
4936,"s6186",0.615384615384615,"Male",1969,"posttest","sprided","sprode","drove","silly",0.365,"decrease",0.347,"sprode",FALSE
4937,"s6186",0.615384615384615,"Male",1969,"posttest","skrined","skrone","drove","silly",0.365,"decrease",0.599,"skrone",FALSE
4938,"s6186",0.615384615384615,"Male",1969,"posttest","spreemed","spremt","kept","silly",0.365,"decrease",0.639,"spremt",FALSE
4939,"s6186",0.615384615384615,"Male",1969,"posttest","skurned","skurnt","burnt","silly",0.365,"decrease",0.733,"skurnt",FALSE
4940,"s6186",0.615384615384615,"Male",1969,"posttest","zelled","zelt","burnt","silly",0.365,"decrease",0.639,"zelt",FALSE
4941,"s6189",0.230769230769231,"Female",1993,"posttest","slurned","slurnt","burnt","silly",0.135,"decrease",0.698,"slurnt",FALSE
4942,"s6189",0.230769230769231,"Female",1993,"posttest","chited","chote","drove","silly",0.135,"decrease",0.579,"chote",FALSE
4943,"s6189",0.230769230769231,"Female",1993,"posttest","skrilled","skrilt","burnt","silly",0.135,"decrease",0.733,"skrilt",FALSE
4944,"s6189",0.230769230769231,"Female",1993,"posttest","brived","brove","drove","silly",0.135,"decrease",0.391,"brove",FALSE
4945,"s6189",0.230769230769231,"Female",1993,"posttest","chimmed","cham","sang","silly",0.135,"decrease",0.743,"cham",FALSE
4946,"s6189",0.230769230769231,"Female",1993,"posttest","sneemed","snemt","kept","silly",0.135,"decrease",0.713,"snemt",FALSE
4947,"s6189",0.230769230769231,"Female",1993,"posttest","prurned","prurnt","burnt","silly",0.135,"decrease",0.688,"prurnt",FALSE
4948,"s6189",0.230769230769231,"Female",1993,"posttest","strimmed","stram","sang","silly",0.135,"decrease",0.619,"stram",FALSE
4949,"s6189",0.230769230769231,"Female",1993,"posttest","skeened","skent","kept","silly",0.135,"decrease",0.688,"skent",FALSE
4950,"s6189",0.230769230769231,"Female",1993,"posttest","blurned","blurnt","burnt","silly",0.135,"decrease",0.639,"blurnt",FALSE
4951,"s6189",0.230769230769231,"Female",1993,"posttest","thrimmed","thram","sang","silly",0.135,"decrease",0.683,"thram",FALSE
4952,"s6189",0.230769230769231,"Female",1993,"posttest","ninked","nank","sang","silly",0.135,"decrease",0.647,"nank",FALSE
4953,"s6189",0.230769230769231,"Female",1993,"posttest","kleemed","klemt","kept","silly",0.135,"decrease",0.653,"klemt",FALSE
4954,"s6189",0.230769230769231,"Female",1993,"posttest","schmined","schmone","drove","silly",0.135,"decrease",0.703,"schmone",FALSE
